,predicate,object
0,HAS_ROUTE,9487
1,HAS_ROUTE,8637
2,ON_CONTINENT,17250
3,HAS_ROUTE,8642
4,HAS_ROUTE,8694
5,HAS_ROUTE,8640
6,HAS_ROUTE,8634
7,HAS_ROUTE,9908
8,HAS_ROUTE,9450
9,ON_CONTINENT,17252
10,HAS_ROUTE,8972
11,IN_COUNTRY,17227
12,ON_CONTINENT,17248
13,HAS_ROUTE,8854
14,IN_COUNTRY,17135
15,ON_CONTINENT,17248
16,IN_REGION,15510
17,HAS_ROUTE,8705
18,HAS_ROUTE,8641
19,HAS_ROUTE,10792
20,ON_CONTINENT,17253
21,HAS_ROUTE,8791
22,HAS_ROUTE,10929
23,IN_REGION,16227
24,ON_CONTINENT,17248
25,HAS_ROUTE,9114
26,HAS_ROUTE,8762
27,IN_CITY,14321
28,IN_COUNTRY,17053
29,IN_COUNTRY,17016
30,IN_CITY,12395
31,IN_COUNTRY,17036
32,HAS_ROUTE,9283
33,HAS_ROUTE,11899
34,IN_COUNTRY,17016
35,HAS_ROUTE,8758
36,HAS_ROUTE,8888
37,HAS_ROUTE,9496
38,HAS_ROUTE,8840
39,IN_CITY,12299
40,ON_CONTINENT,17249
41,HAS_ROUTE,8767
42,HAS_ROUTE,10256
43,HAS_ROUTE,8913
44,IN_REGION,16167
45,HAS_ROUTE,8648
46,IN_COUNTRY,17143
47,IN_REGION,16613
48,IN_COUNTRY,17016
49,HAS_ROUTE,9410
50,HAS_ROUTE,10799
51,HAS_ROUTE,9900
52,HAS_ROUTE,8950
53,IN_CITY,13132
54,HAS_ROUTE,8682
55,HAS_ROUTE,10518
56,IN_REGION,16203
57,HAS_ROUTE,9789
58,IN_REGION,15752
59,HAS_ROUTE,9211
60,HAS_ROUTE,8874
61,IN_REGION,15490
62,HAS_ROUTE,9420
63,ON_CONTINENT,17250
64,IN_REGION,15518
65,HAS_ROUTE,8820
66,HAS_ROUTE,9206
67,HAS_ROUTE,9442
68,HAS_ROUTE,8678
69,HAS_ROUTE,8660
70,HAS_ROUTE,9037
71,HAS_ROUTE,9353
72,IN_REGION,15577
73,IN_COUNTRY,17053
74,HAS_ROUTE,8642
75,ON_CONTINENT,17250
76,ON_CONTINENT,17251
77,HAS_ROUTE,8674
78,HAS_ROUTE,8979
79,HAS_ROUTE,8668
80,HAS_ROUTE,9181
81,HAS_ROUTE,8639
82,HAS_ROUTE,8911
83,IN_REGION,16568
84,IN_COUNTRY,17027
85,IN_COUNTRY,17103
86,HAS_ROUTE,8831
87,HAS_ROUTE,8666
88,IN_CITY,15051
89,IN_COUNTRY,17044
90,HAS_ROUTE,8962
91,HAS_ROUTE,9542
92,HAS_ROUTE,8797
93,ON_CONTINENT,17250
94,HAS_ROUTE,8682
95,HAS_ROUTE,8797
96,HAS_ROUTE,10063
97,ON_CONTINENT,17249
98,HAS_ROUTE,9286
99,HAS_ROUTE,8931
100,IN_COUNTRY,17027
101,HAS_ROUTE,8695
102,HAS_ROUTE,9119
103,HAS_ROUTE,8693
104,IN_COUNTRY,17150
105,HAS_ROUTE,8644
106,ON_CONTINENT,17252
107,IN_REGION,15618
108,HAS_ROUTE,8636
109,HAS_ROUTE,9108
110,HAS_ROUTE,8963
111,ON_CONTINENT,17250
112,HAS_ROUTE,8729
113,HAS_ROUTE,11600
114,HAS_ROUTE,8630
115,IN_REGION,15811
116,IN_COUNTRY,17044
117,HAS_ROUTE,9352
118,HAS_ROUTE,9119
119,HAS_ROUTE,9303
120,HAS_ROUTE,8656
121,ON_CONTINENT,17250
122,HAS_ROUTE,8710
123,IN_REGION,16750
124,HAS_ROUTE,8788
125,HAS_ROUTE,8963
126,HAS_ROUTE,8814
127,IN_CITY,14239
128,HAS_ROUTE,9798
129,IN_CITY,12523
130,IN_COUNTRY,17016
131,HAS_ROUTE,9802
132,HAS_ROUTE,8874
133,IN_REGION,16572
134,IN_REGION,15943
135,HAS_ROUTE,8674
136,HAS_ROUTE,8727
137,HAS_ROUTE,8787
138,HAS_ROUTE,8681
139,HAS_ROUTE,9452
140,HAS_ROUTE,8963
141,HAS_ROUTE,8631
142,HAS_ROUTE,8686
143,HAS_ROUTE,9253
144,HAS_ROUTE,9653
145,HAS_ROUTE,9794
146,HAS_ROUTE,8798
147,IN_REGION,16178
148,HAS_ROUTE,8885
149,ON_CONTINENT,17250
150,IN_COUNTRY,17042
151,HAS_ROUTE,8631
152,ON_CONTINENT,17249
153,IN_COUNTRY,17114
154,HAS_ROUTE,8968
155,HAS_ROUTE,8637
156,IN_COUNTRY,17090
157,ON_CONTINENT,17250
158,HAS_ROUTE,8827
159,IN_REGION,16540
160,IN_REGION,15498
161,IN_COUNTRY,17016
162,HAS_ROUTE,8722
163,IN_COUNTRY,17016
164,IN_REGION,16639
165,IN_CITY,15366
166,HAS_ROUTE,8680
167,HAS_ROUTE,10807
168,HAS_ROUTE,9352
169,HAS_ROUTE,8655
170,HAS_ROUTE,9366
171,HAS_ROUTE,9336
172,HAS_ROUTE,11032
173,HAS_ROUTE,11601
174,HAS_ROUTE,9106
175,ON_CONTINENT,17250
176,HAS_ROUTE,11181
177,HAS_ROUTE,10151
178,HAS_ROUTE,8832
179,HAS_ROUTE,8760
180,HAS_ROUTE,8901
181,HAS_ROUTE,11083
182,IN_REGION,15514
183,ON_CONTINENT,17250
184,HAS_ROUTE,10698
185,IN_CITY,14808
186,HAS_ROUTE,11278
187,HAS_ROUTE,8677
188,HAS_ROUTE,8687
189,IN_COUNTRY,17107
190,IN_COUNTRY,17046
191,IN_REGION,15501
192,HAS_ROUTE,8832
193,HAS_ROUTE,8720
194,HAS_ROUTE,9230
195,HAS_ROUTE,8804
196,HAS_ROUTE,8945
197,HAS_ROUTE,9145
198,HAS_ROUTE,8793
199,HAS_ROUTE,9934
200,HAS_ROUTE,8741
201,HAS_ROUTE,8677
202,IN_COUNTRY,17016
203,HAS_ROUTE,8677
204,HAS_ROUTE,10529
205,HAS_ROUTE,8799
206,IN_COUNTRY,17019
207,IN_REGION,16474
208,HAS_ROUTE,8805
209,HAS_ROUTE,8684
210,HAS_ROUTE,9303
211,HAS_ROUTE,8787
212,HAS_ROUTE,8638
213,HAS_ROUTE,8697
214,HAS_ROUTE,9630
215,HAS_ROUTE,11921
216,HAS_ROUTE,8804
217,IN_COUNTRY,17155
218,HAS_ROUTE,9507
219,IN_COUNTRY,17240
220,IN_REGION,15877
221,HAS_ROUTE,8643
222,HAS_ROUTE,11348
223,ON_CONTINENT,17252
224,HAS_ROUTE,8767
225,HAS_ROUTE,8783
226,HAS_ROUTE,8716
227,HAS_ROUTE,8633
228,IN_COUNTRY,17197
229,HAS_ROUTE,9452
230,HAS_ROUTE,8811
231,HAS_ROUTE,9141
232,HAS_ROUTE,8720
233,IN_COUNTRY,17016
234,HAS_ROUTE,10467
235,HAS_ROUTE,8832
236,HAS_ROUTE,8648
237,HAS_ROUTE,9460
238,HAS_ROUTE,10680
239,HAS_ROUTE,8734
240,HAS_ROUTE,9412
241,HAS_ROUTE,8978
242,IN_REGION,16074
243,HAS_ROUTE,9262
244,HAS_ROUTE,8692
245,HAS_ROUTE,8710
246,HAS_ROUTE,9851
247,IN_REGION,16625
248,HAS_ROUTE,9080
249,HAS_ROUTE,8647
250,IN_COUNTRY,17040
251,HAS_ROUTE,11401
252,HAS_ROUTE,9316
253,HAS_ROUTE,8702
254,HAS_ROUTE,9166
255,HAS_ROUTE,9804
256,HAS_ROUTE,8636
257,ON_CONTINENT,17248
258,HAS_ROUTE,9015
259,ON_CONTINENT,17251
260,HAS_ROUTE,9187
261,HAS_ROUTE,8694
262,HAS_ROUTE,8734
263,HAS_ROUTE,10142
264,ON_CONTINENT,17252
265,IN_REGION,16404
266,HAS_ROUTE,8721
267,HAS_ROUTE,9102
268,ON_CONTINENT,17250
269,IN_REGION,15767
270,IN_COUNTRY,17023
271,HAS_ROUTE,8963
272,HAS_ROUTE,8711
273,IN_CITY,12911
274,IN_CITY,13347
275,IN_REGION,16086
276,HAS_ROUTE,8945
277,HAS_ROUTE,8700
278,HAS_ROUTE,9529
279,IN_REGION,15894
280,ON_CONTINENT,17252
281,HAS_ROUTE,8650
282,HAS_ROUTE,8892
283,HAS_ROUTE,11531
284,HAS_ROUTE,9949
285,HAS_ROUTE,8644
286,HAS_ROUTE,9139
287,HAS_ROUTE,10150
288,HAS_ROUTE,8684
289,HAS_ROUTE,9300
290,HAS_ROUTE,9023
291,HAS_ROUTE,8831
292,HAS_ROUTE,9978
293,IN_CITY,15139
294,HAS_ROUTE,9137
295,HAS_ROUTE,9160
296,HAS_ROUTE,9359
297,HAS_ROUTE,10171
298,HAS_ROUTE,9077
299,HAS_ROUTE,9521
300,HAS_ROUTE,10128
301,ON_CONTINENT,17248
302,IN_REGION,15859
303,ON_CONTINENT,17250
304,HAS_ROUTE,9005
305,HAS_ROUTE,9685
306,ON_CONTINENT,17248
307,HAS_ROUTE,8913
308,IN_REGION,16609
309,HAS_ROUTE,8731
310,IN_COUNTRY,17087
311,HAS_ROUTE,8673
312,HAS_ROUTE,9130
313,HAS_ROUTE,8657
314,ON_CONTINENT,17248
315,HAS_ROUTE,10440
316,HAS_ROUTE,9121
317,HAS_ROUTE,8633
318,HAS_ROUTE,9295
319,HAS_ROUTE,8832
320,HAS_ROUTE,8831
321,ON_CONTINENT,17249
322,HAS_ROUTE,8735
323,IN_COUNTRY,17053
324,IN_COUNTRY,17129
325,IN_COUNTRY,17044
326,IN_CITY,14018
327,IN_COUNTRY,17228
328,HAS_ROUTE,8955
329,ON_CONTINENT,17248
330,HAS_ROUTE,9807
331,IN_COUNTRY,17019
332,IN_REGION,16092
333,ON_CONTINENT,17250
334,HAS_ROUTE,8824
335,IN_REGION,15906
336,HAS_ROUTE,9670
337,HAS_ROUTE,9147
338,ON_CONTINENT,17250
339,ON_CONTINENT,17252
340,IN_COUNTRY,17053
341,HAS_ROUTE,8709
342,HAS_ROUTE,8988
343,HAS_ROUTE,8925
344,HAS_ROUTE,8713
345,HAS_ROUTE,10034
346,IN_CITY,14399
347,IN_COUNTRY,17032
348,HAS_ROUTE,9829
349,HAS_ROUTE,8964
350,IN_CITY,12724
351,ON_CONTINENT,17248
352,HAS_ROUTE,8700
353,IN_REGION,15635
354,HAS_ROUTE,8639
355,HAS_ROUTE,9112
356,HAS_ROUTE,8751
357,IN_REGION,15490
358,HAS_ROUTE,8706
359,HAS_ROUTE,8955
360,HAS_ROUTE,8972
361,HAS_ROUTE,9531
362,HAS_ROUTE,8712
363,HAS_ROUTE,8925
364,IN_REGION,16142
365,HAS_ROUTE,9357
366,IN_COUNTRY,17031
367,HAS_ROUTE,10075
368,HAS_ROUTE,9461
369,HAS_ROUTE,8772
370,HAS_ROUTE,8696
371,IN_REGION,16013
372,HAS_ROUTE,8675
373,IN_COUNTRY,17126
374,HAS_ROUTE,8706
375,HAS_ROUTE,10390
376,IN_COUNTRY,17053
377,ON_CONTINENT,17250
378,HAS_ROUTE,8794
379,IN_REGION,15511
380,HAS_ROUTE,8646
381,HAS_ROUTE,8813
382,IN_CITY,12198
383,HAS_ROUTE,9181
384,HAS_ROUTE,8683
385,HAS_ROUTE,9048
386,HAS_ROUTE,8798
387,HAS_ROUTE,8674
388,HAS_ROUTE,11348
389,ON_CONTINENT,17250
390,HAS_ROUTE,8698
391,HAS_ROUTE,8736
392,HAS_ROUTE,8677
393,HAS_ROUTE,8797
394,HAS_ROUTE,9771
395,HAS_ROUTE,8641
396,HAS_ROUTE,8660
397,HAS_ROUTE,11943
398,IN_REGION,16116
399,HAS_ROUTE,8701
400,ON_CONTINENT,17250
401,IN_REGION,15490
402,IN_REGION,15885
403,HAS_ROUTE,8702
404,HAS_ROUTE,8902
405,HAS_ROUTE,8928
406,ON_CONTINENT,17251
407,HAS_ROUTE,9077
408,ON_CONTINENT,17249
409,HAS_ROUTE,11289
410,HAS_ROUTE,8627
411,HAS_ROUTE,9149
412,HAS_ROUTE,8815
413,HAS_ROUTE,8769
414,HAS_ROUTE,8671
415,IN_COUNTRY,17106
416,ON_CONTINENT,17250
417,HAS_ROUTE,8643
418,HAS_ROUTE,8716
419,HAS_ROUTE,8677
420,IN_REGION,15563
421,ON_CONTINENT,17249
422,HAS_ROUTE,9526
423,IN_COUNTRY,17170
424,HAS_ROUTE,8638
425,IN_REGION,16496
426,HAS_ROUTE,9123
427,HAS_ROUTE,8703
428,IN_REGION,16102
429,HAS_ROUTE,11918
430,HAS_ROUTE,11900
431,ON_CONTINENT,17250
432,HAS_ROUTE,8864
433,HAS_ROUTE,9352
434,HAS_ROUTE,8787
435,HAS_ROUTE,8679
436,HAS_ROUTE,8765
437,HAS_ROUTE,9352
438,HAS_ROUTE,8673
439,HAS_ROUTE,8641
440,HAS_ROUTE,9499
441,HAS_ROUTE,8966
442,HAS_ROUTE,9864
443,HAS_ROUTE,10055
444,IN_CITY,12764
445,IN_REGION,15913
446,HAS_ROUTE,9010
447,HAS_ROUTE,9812
448,HAS_ROUTE,11531
449,HAS_ROUTE,8632
450,HAS_ROUTE,9997
451,HAS_ROUTE,8710
452,HAS_ROUTE,8830
453,HAS_ROUTE,8922
454,HAS_ROUTE,10714
455,IN_CITY,13038
456,IN_REGION,15728
457,HAS_ROUTE,10556
458,IN_COUNTRY,17180
459,HAS_ROUTE,9545
460,IN_REGION,15957
461,HAS_ROUTE,12071
462,HAS_ROUTE,8672
463,HAS_ROUTE,8929
464,ON_CONTINENT,17253
465,IN_COUNTRY,17242
466,HAS_ROUTE,8763
467,IN_COUNTRY,17093
468,IN_REGION,15683
469,HAS_ROUTE,8804
470,IN_REGION,16231
471,HAS_ROUTE,8678
472,HAS_ROUTE,8643
473,HAS_ROUTE,10495
474,HAS_ROUTE,9427
475,HAS_ROUTE,9595
476,HAS_ROUTE,8639
477,HAS_ROUTE,8902
478,HAS_ROUTE,9112
479,IN_CITY,15013
480,HAS_ROUTE,10047
481,IN_CITY,13285
482,IN_COUNTRY,17046
483,HAS_ROUTE,8759
484,HAS_ROUTE,9664
485,HAS_ROUTE,8922
486,ON_CONTINENT,17250
487,IN_COUNTRY,17098
488,HAS_ROUTE,8696
489,IN_COUNTRY,17187
490,IN_CITY,13933
491,IN_COUNTRY,17090
492,HAS_ROUTE,8774
493,IN_COUNTRY,17032
494,HAS_ROUTE,8945
495,IN_COUNTRY,17016
496,HAS_ROUTE,8668
497,ON_CONTINENT,17250
498,HAS_ROUTE,9136
499,HAS_ROUTE,8812
500,HAS_ROUTE,8819
501,HAS_ROUTE,8695
502,HAS_ROUTE,8944
503,HAS_ROUTE,9410
504,HAS_ROUTE,9295
505,HAS_ROUTE,8676
506,HAS_ROUTE,8729
507,HAS_ROUTE,9071
508,HAS_ROUTE,10704
509,HAS_ROUTE,9529
510,HAS_ROUTE,9108
511,IN_COUNTRY,17106
512,HAS_ROUTE,8881
513,HAS_ROUTE,10129
514,HAS_ROUTE,8802
515,HAS_ROUTE,8653
516,HAS_ROUTE,11923
517,HAS_ROUTE,8964
518,IN_REGION,16416
519,HAS_ROUTE,8857
520,ON_CONTINENT,17248
521,HAS_ROUTE,8671
522,HAS_ROUTE,8678
523,HAS_ROUTE,9117
524,HAS_ROUTE,8747
525,IN_COUNTRY,17113
526,IN_COUNTRY,17139
527,IN_CITY,12492
528,HAS_ROUTE,9128
529,ON_CONTINENT,17252
530,IN_REGION,16813
531,HAS_ROUTE,8675
532,HAS_ROUTE,8949
533,HAS_ROUTE,10009
534,HAS_ROUTE,8874
535,IN_REGION,16827
536,HAS_ROUTE,8724
537,HAS_ROUTE,9001
538,IN_CITY,14378
539,HAS_ROUTE,9148
540,IN_COUNTRY,17053
541,HAS_ROUTE,8646
542,IN_COUNTRY,17233
543,HAS_ROUTE,8960
544,IN_REGION,15739
545,HAS_ROUTE,9956
546,HAS_ROUTE,9309
547,IN_REGION,15502
548,HAS_ROUTE,9083
549,HAS_ROUTE,9135
550,HAS_ROUTE,8657
551,ON_CONTINENT,17252
552,HAS_ROUTE,9770
553,HAS_ROUTE,11379
554,HAS_ROUTE,8637
555,HAS_ROUTE,10006
556,HAS_ROUTE,11207
557,HAS_ROUTE,8769
558,IN_REGION,15490
559,HAS_ROUTE,10757
560,ON_CONTINENT,17248
561,ON_CONTINENT,17250
562,HAS_ROUTE,9136
563,HAS_ROUTE,8856
564,IN_COUNTRY,17076
565,HAS_ROUTE,8900
566,HAS_ROUTE,8886
567,HAS_ROUTE,10123
568,HAS_ROUTE,9949
569,HAS_ROUTE,9046
570,HAS_ROUTE,10540
571,HAS_ROUTE,8644
572,HAS_ROUTE,9158
573,HAS_ROUTE,10389
574,ON_CONTINENT,17250
575,IN_REGION,15869
576,ON_CONTINENT,17253
577,IN_REGION,15637
578,HAS_ROUTE,8998
579,IN_CITY,15243
580,HAS_ROUTE,8697
581,HAS_ROUTE,11947
582,HAS_ROUTE,8661
583,ON_CONTINENT,17249
584,HAS_ROUTE,9160
585,HAS_ROUTE,8841
586,ON_CONTINENT,17252
587,ON_CONTINENT,17248
588,HAS_ROUTE,9527
589,HAS_ROUTE,8876
590,HAS_ROUTE,8673
591,ON_CONTINENT,17248
592,ON_CONTINENT,17250
593,HAS_ROUTE,9844
594,HAS_ROUTE,9696
595,HAS_ROUTE,9316
596,HAS_ROUTE,8644
597,HAS_ROUTE,8816
598,IN_COUNTRY,17057
599,HAS_ROUTE,9262
600,IN_REGION,16204
601,HAS_ROUTE,11446
602,IN_COUNTRY,17225
603,HAS_ROUTE,9164
604,IN_CITY,13359
605,HAS_ROUTE,8643
606,HAS_ROUTE,8690
607,HAS_ROUTE,8646
608,IN_CITY,14206
609,HAS_ROUTE,9017
610,IN_COUNTRY,17245
611,IN_COUNTRY,17016
612,HAS_ROUTE,8766
613,IN_CITY,15183
614,HAS_ROUTE,8724
615,HAS_ROUTE,9483
616,IN_COUNTRY,17042
617,HAS_ROUTE,9842
618,HAS_ROUTE,8647
619,IN_COUNTRY,17109
620,HAS_ROUTE,9060
621,HAS_ROUTE,8887
622,HAS_ROUTE,9419
623,IN_REGION,15552
624,HAS_ROUTE,8679
625,HAS_ROUTE,8705
626,HAS_ROUTE,8824
627,HAS_ROUTE,8672
628,HAS_ROUTE,8993
629,HAS_ROUTE,8824
630,HAS_ROUTE,9345
631,HAS_ROUTE,9179
632,HAS_ROUTE,8695
633,IN_REGION,15509
634,HAS_ROUTE,8697
635,IN_COUNTRY,17118
636,IN_REGION,16294
637,HAS_ROUTE,8806
638,HAS_ROUTE,8954
639,ON_CONTINENT,17253
640,HAS_ROUTE,8737
641,ON_CONTINENT,17248
642,HAS_ROUTE,8664
643,HAS_ROUTE,10016
644,HAS_ROUTE,8643
645,HAS_ROUTE,10110
646,HAS_ROUTE,8879
647,IN_CITY,13603
648,HAS_ROUTE,8951
649,HAS_ROUTE,8685
650,HAS_ROUTE,8648
651,IN_REGION,15748
652,HAS_ROUTE,9329
653,HAS_ROUTE,9093
654,ON_CONTINENT,17248
655,HAS_ROUTE,9021
656,HAS_ROUTE,9191
657,HAS_ROUTE,9139
658,HAS_ROUTE,8828
659,HAS_ROUTE,9133
660,HAS_ROUTE,8972
661,HAS_ROUTE,9485
662,HAS_ROUTE,8970
663,HAS_ROUTE,8733
664,HAS_ROUTE,8747
665,HAS_ROUTE,8638
666,HAS_ROUTE,9068
667,HAS_ROUTE,9487
668,HAS_ROUTE,8877
669,HAS_ROUTE,9161
670,ON_CONTINENT,17248
671,HAS_ROUTE,8676
672,ON_CONTINENT,17250
673,HAS_ROUTE,8955
674,HAS_ROUTE,8702
675,HAS_ROUTE,8747
676,HAS_ROUTE,8693
677,IN_COUNTRY,17016
678,HAS_ROUTE,8641
679,IN_COUNTRY,17177
680,HAS_ROUTE,9129
681,HAS_ROUTE,8690
682,HAS_ROUTE,9448
683,IN_CITY,14000
684,IN_COUNTRY,17139
685,HAS_ROUTE,8682
686,HAS_ROUTE,8797
687,IN_REGION,15498
688,HAS_ROUTE,8998
689,HAS_ROUTE,9305
690,IN_COUNTRY,17027
691,IN_CITY,15454
692,HAS_ROUTE,8787
693,HAS_ROUTE,8656
694,HAS_ROUTE,9429
695,HAS_ROUTE,9340
696,HAS_ROUTE,9193
697,ON_CONTINENT,17250
698,HAS_ROUTE,8714
699,ON_CONTINENT,17248
700,HAS_ROUTE,8671
701,HAS_ROUTE,8938
702,HAS_ROUTE,10004
703,ON_CONTINENT,17250
704,ON_CONTINENT,17251
705,HAS_ROUTE,9414
706,HAS_ROUTE,8792
707,HAS_ROUTE,9218
708,IN_COUNTRY,17124
709,HAS_ROUTE,8772
710,HAS_ROUTE,8902
711,HAS_ROUTE,8840
712,IN_REGION,16206
713,HAS_ROUTE,9303
714,HAS_ROUTE,8685
715,IN_COUNTRY,17046
716,ON_CONTINENT,17252
717,HAS_ROUTE,9296
718,ON_CONTINENT,17252
719,IN_COUNTRY,17168
720,HAS_ROUTE,8739
721,IN_REGION,16076
722,HAS_ROUTE,8780
723,IN_REGION,15943
724,ON_CONTINENT,17250
725,HAS_ROUTE,11400
726,HAS_ROUTE,9457
727,HAS_ROUTE,8642
728,HAS_ROUTE,9427
729,IN_REGION,15913
730,ON_CONTINENT,17249
731,HAS_ROUTE,8733
732,IN_CITY,12717
733,HAS_ROUTE,11643
734,HAS_ROUTE,8925
735,IN_COUNTRY,17016
736,ON_CONTINENT,17250
737,HAS_ROUTE,8834
738,HAS_ROUTE,9831
739,HAS_ROUTE,8644
740,HAS_ROUTE,8735
741,HAS_ROUTE,8647
742,IN_COUNTRY,17141
743,IN_COUNTRY,17072
744,ON_CONTINENT,17250
745,HAS_ROUTE,10215
746,IN_REGION,16955
747,IN_REGION,15490
748,IN_REGION,16158
749,HAS_ROUTE,8787
750,HAS_ROUTE,10367
751,IN_COUNTRY,17020
752,ON_CONTINENT,17253
753,ON_CONTINENT,17252
754,HAS_ROUTE,8986
755,HAS_ROUTE,11930
756,HAS_ROUTE,8800
757,HAS_ROUTE,10505
758,ON_CONTINENT,17250
759,HAS_ROUTE,9194
760,IN_REGION,15865
761,HAS_ROUTE,8644
762,HAS_ROUTE,10740
763,HAS_ROUTE,8921
764,IN_CITY,12691
765,ON_CONTINENT,17252
766,HAS_ROUTE,12109
767,HAS_ROUTE,9334
768,HAS_ROUTE,8662
769,HAS_ROUTE,9339
770,HAS_ROUTE,8630
771,HAS_ROUTE,9852
772,HAS_ROUTE,9108
773,IN_COUNTRY,17053
774,HAS_ROUTE,8856
775,IN_CITY,15325
776,HAS_ROUTE,8790
777,ON_CONTINENT,17249
778,HAS_ROUTE,10973
779,IN_COUNTRY,17065
780,IN_COUNTRY,17064
781,HAS_ROUTE,11922
782,HAS_ROUTE,9425
783,ON_CONTINENT,17249
784,HAS_ROUTE,9048
785,HAS_ROUTE,11433
786,IN_COUNTRY,17208
787,HAS_ROUTE,9788
788,HAS_ROUTE,9150
789,ON_CONTINENT,17248
790,ON_CONTINENT,17249
791,HAS_ROUTE,8796
792,HAS_ROUTE,9291
793,HAS_ROUTE,9676
794,HAS_ROUTE,8638
795,HAS_ROUTE,10171
796,IN_COUNTRY,17018
797,HAS_ROUTE,8741
798,HAS_ROUTE,8800
799,IN_COUNTRY,17023
800,HAS_ROUTE,8759
801,HAS_ROUTE,8787
802,ON_CONTINENT,17250
803,HAS_ROUTE,11312
804,HAS_ROUTE,9290
805,HAS_ROUTE,9325
806,HAS_ROUTE,10498
807,HAS_ROUTE,8767
808,HAS_ROUTE,8634
809,HAS_ROUTE,8702
810,HAS_ROUTE,9824
811,IN_REGION,15831
812,IN_REGION,15523
813,IN_COUNTRY,17016
814,HAS_ROUTE,8642
815,ON_CONTINENT,17249
816,HAS_ROUTE,9114
817,HAS_ROUTE,11191
818,IN_REGION,16538
819,IN_CITY,14080
820,HAS_ROUTE,9599
821,HAS_ROUTE,8678
822,ON_CONTINENT,17248
823,IN_COUNTRY,17079
824,HAS_ROUTE,9304
825,HAS_ROUTE,8824
826,HAS_ROUTE,12065
827,HAS_ROUTE,8792
828,HAS_ROUTE,8633
829,HAS_ROUTE,8793
830,HAS_ROUTE,8956
831,HAS_ROUTE,8635
832,HAS_ROUTE,8707
833,HAS_ROUTE,10114
834,ON_CONTINENT,17248
835,HAS_ROUTE,9161
836,ON_CONTINENT,17249
837,HAS_ROUTE,8877
838,HAS_ROUTE,8638
839,IN_COUNTRY,17031
840,IN_COUNTRY,17031
841,HAS_ROUTE,8800
842,HAS_ROUTE,8824
843,HAS_ROUTE,9456
844,HAS_ROUTE,8702
845,IN_CITY,13298
846,HAS_ROUTE,8970
847,HAS_ROUTE,8699
848,IN_REGION,15506
849,HAS_ROUTE,8799
850,IN_COUNTRY,17020
851,HAS_ROUTE,8757
852,HAS_ROUTE,8973
853,HAS_ROUTE,8733
854,HAS_ROUTE,8644
855,HAS_ROUTE,10207
856,IN_COUNTRY,17030
857,ON_CONTINENT,17250
858,HAS_ROUTE,8843
859,ON_CONTINENT,17252
860,IN_COUNTRY,17016
861,HAS_ROUTE,8649
862,IN_CITY,14317
863,HAS_ROUTE,9487
864,ON_CONTINENT,17250
865,IN_CITY,12971
866,ON_CONTINENT,17248
867,HAS_ROUTE,9113
868,HAS_ROUTE,9229
869,HAS_ROUTE,8862
870,ON_CONTINENT,17250
871,HAS_ROUTE,8787
872,IN_COUNTRY,17244
873,HAS_ROUTE,8696
874,ON_CONTINENT,17253
875,HAS_ROUTE,8736
876,HAS_ROUTE,9187
877,ON_CONTINENT,17253
878,HAS_ROUTE,8725
879,HAS_ROUTE,8815
880,HAS_ROUTE,8635
881,ON_CONTINENT,17248
882,IN_COUNTRY,17054
883,HAS_ROUTE,9108
884,HAS_ROUTE,8736
885,HAS_ROUTE,8887
886,HAS_ROUTE,8703
887,HAS_ROUTE,11636
888,HAS_ROUTE,9434
889,IN_REGION,16290
890,HAS_ROUTE,8719
891,HAS_ROUTE,8669
892,IN_COUNTRY,17050
893,HAS_ROUTE,9335
894,HAS_ROUTE,8696
895,IN_REGION,16171
896,HAS_ROUTE,8869
897,ON_CONTINENT,17250
898,ON_CONTINENT,17250
899,IN_CITY,12831
900,ON_CONTINENT,17250
901,ON_CONTINENT,17248
902,IN_COUNTRY,17215
903,HAS_ROUTE,8751
904,HAS_ROUTE,9467
905,HAS_ROUTE,9216
906,HAS_ROUTE,8692
907,ON_CONTINENT,17248
908,HAS_ROUTE,9351
909,HAS_ROUTE,9994
910,HAS_ROUTE,8932
911,IN_CITY,14371
912,ON_CONTINENT,17250
913,HAS_ROUTE,8678
914,HAS_ROUTE,8697
915,HAS_ROUTE,8797
916,IN_COUNTRY,17019
917,IN_REGION,15849
918,HAS_ROUTE,10150
919,IN_REGION,16108
920,HAS_ROUTE,8916
921,IN_CITY,15200
922,IN_REGION,16377
923,HAS_ROUTE,8803
924,HAS_ROUTE,9442
925,IN_REGION,16934
926,HAS_ROUTE,9010
927,HAS_ROUTE,8754
928,HAS_ROUTE,8706
929,HAS_ROUTE,8710
930,ON_CONTINENT,17249
931,IN_REGION,15516
932,HAS_ROUTE,8794
933,IN_REGION,16716
934,HAS_ROUTE,8958
935,HAS_ROUTE,8642
936,HAS_ROUTE,9547
937,HAS_ROUTE,9416
938,HAS_ROUTE,9821
939,ON_CONTINENT,17248
940,ON_CONTINENT,17249
941,ON_CONTINENT,17248
942,HAS_ROUTE,8672
943,IN_COUNTRY,17023
944,HAS_ROUTE,10780
945,HAS_ROUTE,8678
946,HAS_ROUTE,8921
947,IN_COUNTRY,17121
948,IN_CITY,13715
949,HAS_ROUTE,8784
950,IN_REGION,15491
951,IN_COUNTRY,17042
952,HAS_ROUTE,8694
953,HAS_ROUTE,8775
954,ON_CONTINENT,17248
955,HAS_ROUTE,9447
956,HAS_ROUTE,8882
