,predicate,object
2588,ON_CONTINENT,17250
2589,HAS_ROUTE,9117
2590,IN_CITY,14755
2591,HAS_ROUTE,8639
2592,ON_CONTINENT,17248
2593,ON_CONTINENT,17252
2594,HAS_ROUTE,8694
2595,IN_COUNTRY,17106
2596,HAS_ROUTE,11132
2597,HAS_ROUTE,8697
2598,IN_COUNTRY,17031
2599,IN_REGION,16206
2600,HAS_ROUTE,8694
2601,IN_CITY,13637
2602,IN_COUNTRY,17053
2603,HAS_ROUTE,8627
2604,HAS_ROUTE,8669
2605,IN_COUNTRY,17129
2606,HAS_ROUTE,8869
2607,HAS_ROUTE,8767
2608,HAS_ROUTE,9084
2609,HAS_ROUTE,8636
2610,HAS_ROUTE,9305
2611,IN_COUNTRY,17018
2612,HAS_ROUTE,8874
2613,ON_CONTINENT,17249
2614,HAS_ROUTE,9419
2615,HAS_ROUTE,8637
2616,HAS_ROUTE,9476
2617,IN_REGION,16378
2618,HAS_ROUTE,8886
2619,HAS_ROUTE,8658
2620,IN_COUNTRY,17246
2621,HAS_ROUTE,9555
2622,HAS_ROUTE,8852
2623,HAS_ROUTE,10095
2624,HAS_ROUTE,9303
2625,IN_CITY,12248
2626,IN_COUNTRY,17117
2627,IN_REGION,15566
2628,IN_COUNTRY,17053
2629,IN_CITY,12220
2630,IN_COUNTRY,17042
2631,ON_CONTINENT,17252
2632,ON_CONTINENT,17250
2633,HAS_ROUTE,8635
2634,HAS_ROUTE,9900
2635,IN_COUNTRY,17018
2636,HAS_ROUTE,9028
2637,HAS_ROUTE,8716
2638,HAS_ROUTE,8877
2639,HAS_ROUTE,8954
2640,IN_REGION,15913
2641,HAS_ROUTE,8763
2642,HAS_ROUTE,8643
2643,HAS_ROUTE,9364
2644,ON_CONTINENT,17250
2645,HAS_ROUTE,8734
2646,HAS_ROUTE,8746
2647,HAS_ROUTE,8682
2648,IN_CITY,12800
2649,IN_REGION,16085
2650,HAS_ROUTE,8684
2651,HAS_ROUTE,8732
2652,HAS_ROUTE,11595
2653,HAS_ROUTE,8700
2654,IN_REGION,15859
2655,ON_CONTINENT,17252
2656,IN_COUNTRY,17069
2657,HAS_ROUTE,9417
2658,HAS_ROUTE,8801
2659,HAS_ROUTE,9075
2660,IN_COUNTRY,17023
2661,IN_CITY,14142
2662,HAS_ROUTE,10200
2663,IN_REGION,15516
2664,HAS_ROUTE,9554
2665,HAS_ROUTE,8631
2666,HAS_ROUTE,9073
2667,IN_COUNTRY,17016
2668,HAS_ROUTE,9696
2669,HAS_ROUTE,8675
2670,ON_CONTINENT,17250
2671,HAS_ROUTE,9331
2672,HAS_ROUTE,11863
2673,IN_REGION,16695
2674,HAS_ROUTE,9113
2675,HAS_ROUTE,9015
2676,HAS_ROUTE,9064
2677,HAS_ROUTE,9142
2678,HAS_ROUTE,8799
2679,HAS_ROUTE,9085
2680,IN_CITY,14685
2681,HAS_ROUTE,9173
2682,HAS_ROUTE,9412
2683,ON_CONTINENT,17249
2684,HAS_ROUTE,8634
2685,HAS_ROUTE,9424
2686,HAS_ROUTE,8742
2687,ON_CONTINENT,17248
2688,HAS_ROUTE,9809
2689,HAS_ROUTE,10581
2690,HAS_ROUTE,8694
2691,HAS_ROUTE,10210
2692,HAS_ROUTE,9138
2693,IN_REGION,15693
2694,HAS_ROUTE,8787
2695,ON_CONTINENT,17253
2696,HAS_ROUTE,8902
2697,HAS_ROUTE,8643
2698,HAS_ROUTE,9097
2699,IN_CITY,12661
2700,IN_COUNTRY,17050
2701,HAS_ROUTE,8666
2702,IN_REGION,15804
2703,HAS_ROUTE,10502
2704,ON_CONTINENT,17248
2705,IN_COUNTRY,17042
2706,IN_REGION,16059
2707,ON_CONTINENT,17249
2708,ON_CONTINENT,17253
2709,IN_COUNTRY,17041
2710,HAS_ROUTE,9253
2711,ON_CONTINENT,17250
2712,ON_CONTINENT,17250
2713,HAS_ROUTE,8700
2714,HAS_ROUTE,8843
2715,IN_COUNTRY,17044
2716,IN_REGION,15517
2717,HAS_ROUTE,11311
2718,IN_REGION,15517
2719,HAS_ROUTE,9148
2720,HAS_ROUTE,8699
2721,HAS_ROUTE,8659
2722,IN_CITY,14817
2723,HAS_ROUTE,8640
2724,HAS_ROUTE,8944
2725,ON_CONTINENT,17249
2726,HAS_ROUTE,8735
2727,HAS_ROUTE,11492
2728,HAS_ROUTE,9679
2729,IN_REGION,15719
2730,IN_REGION,15519
2731,HAS_ROUTE,9419
2732,HAS_ROUTE,9773
2733,HAS_ROUTE,9256
2734,HAS_ROUTE,9710
2735,HAS_ROUTE,8675
2736,HAS_ROUTE,8739
2737,IN_CITY,13260
2738,IN_COUNTRY,17043
2739,HAS_ROUTE,10191
2740,HAS_ROUTE,9419
2741,HAS_ROUTE,10565
2742,HAS_ROUTE,8962
2743,IN_REGION,15717
2744,IN_REGION,16294
2745,HAS_ROUTE,8627
2746,IN_REGION,15499
2747,IN_COUNTRY,17131
2748,HAS_ROUTE,12129
2749,HAS_ROUTE,9808
2750,ON_CONTINENT,17248
2751,HAS_ROUTE,8686
2752,ON_CONTINENT,17250
2753,HAS_ROUTE,8958
2754,HAS_ROUTE,8843
2755,HAS_ROUTE,9108
2756,IN_REGION,16056
2757,HAS_ROUTE,8685
2758,HAS_ROUTE,8856
2759,IN_CITY,12993
2760,HAS_ROUTE,8791
2761,HAS_ROUTE,8642
2762,IN_REGION,16601
2763,HAS_ROUTE,10863
2764,IN_COUNTRY,17016
2765,ON_CONTINENT,17252
2766,HAS_ROUTE,8634
2767,HAS_ROUTE,9995
2768,HAS_ROUTE,9305
2769,HAS_ROUTE,9900
2770,HAS_ROUTE,8735
2771,ON_CONTINENT,17250
2772,HAS_ROUTE,9085
2773,HAS_ROUTE,10055
2774,IN_REGION,16936
2775,HAS_ROUTE,9138
2776,ON_CONTINENT,17248
2777,HAS_ROUTE,9065
2778,HAS_ROUTE,11398
2779,HAS_ROUTE,8723
2780,HAS_ROUTE,10887
2781,IN_COUNTRY,17145
2782,IN_CITY,13452
2783,HAS_ROUTE,10758
2784,HAS_ROUTE,9695
2785,HAS_ROUTE,8944
2786,HAS_ROUTE,11175
2787,HAS_ROUTE,8752
2788,IN_COUNTRY,17016
2789,HAS_ROUTE,8741
2790,ON_CONTINENT,17250
2791,IN_CITY,12901
2792,HAS_ROUTE,10747
2793,HAS_ROUTE,9218
2794,HAS_ROUTE,9085
2795,IN_REGION,15643
2796,HAS_ROUTE,8719
2797,ON_CONTINENT,17251
2798,HAS_ROUTE,8686
2799,HAS_ROUTE,10016
2800,IN_REGION,16454
2801,HAS_ROUTE,9416
2802,ON_CONTINENT,17248
2803,HAS_ROUTE,9079
2804,HAS_ROUTE,8634
2805,HAS_ROUTE,8635
2806,HAS_ROUTE,9128
2807,HAS_ROUTE,8651
2808,HAS_ROUTE,9413
2809,HAS_ROUTE,11444
2810,HAS_ROUTE,8754
2811,IN_COUNTRY,17032
2812,HAS_ROUTE,8696
2813,ON_CONTINENT,17248
2814,HAS_ROUTE,8696
2815,HAS_ROUTE,9433
2816,HAS_ROUTE,9467
2817,HAS_ROUTE,8744
2818,ON_CONTINENT,17253
2819,HAS_ROUTE,9136
2820,HAS_ROUTE,8637
2821,HAS_ROUTE,8831
2822,HAS_ROUTE,9094
2823,ON_CONTINENT,17250
2824,ON_CONTINENT,17248
2825,HAS_ROUTE,8723
2826,ON_CONTINENT,17250
2827,ON_CONTINENT,17249
2828,HAS_ROUTE,9048
2829,HAS_ROUTE,9477
2830,HAS_ROUTE,9479
2831,HAS_ROUTE,8702
2832,IN_CITY,13493
2833,IN_CITY,14314
2834,ON_CONTINENT,17248
2835,HAS_ROUTE,11455
2836,IN_REGION,15981
2837,HAS_ROUTE,10114
2838,HAS_ROUTE,9577
2839,HAS_ROUTE,9077
2840,HAS_ROUTE,8705
2841,IN_COUNTRY,17016
2842,HAS_ROUTE,9152
2843,HAS_ROUTE,8879
2844,HAS_ROUTE,9336
2845,IN_REGION,16556
2846,HAS_ROUTE,10208
2847,IN_CITY,15413
2848,IN_CITY,15103
2849,HAS_ROUTE,9367
2850,ON_CONTINENT,17248
2851,IN_COUNTRY,17182
2852,IN_CITY,13885
2853,HAS_ROUTE,8739
2854,HAS_ROUTE,9936
2855,HAS_ROUTE,9145
2856,HAS_ROUTE,9284
2857,HAS_ROUTE,9413
2858,IN_REGION,15955
2859,HAS_ROUTE,8810
2860,HAS_ROUTE,8680
2861,HAS_ROUTE,8774
2862,HAS_ROUTE,8705
2863,HAS_ROUTE,8722
2864,HAS_ROUTE,8891
2865,IN_COUNTRY,17016
2866,HAS_ROUTE,8772
2867,HAS_ROUTE,9661
2868,IN_COUNTRY,17018
2869,HAS_ROUTE,8881
2870,IN_CITY,14176
2871,ON_CONTINENT,17248
2872,HAS_ROUTE,8881
2873,HAS_ROUTE,8678
2874,HAS_ROUTE,10054
2875,HAS_ROUTE,8874
2876,IN_COUNTRY,17034
2877,HAS_ROUTE,8752
2878,HAS_ROUTE,8866
2879,HAS_ROUTE,8666
2880,HAS_ROUTE,9186
2881,HAS_ROUTE,8792
2882,ON_CONTINENT,17250
2883,HAS_ROUTE,9032
2884,IN_REGION,16548
2885,IN_REGION,16076
2886,IN_CITY,14481
2887,ON_CONTINENT,17250
2888,HAS_ROUTE,8721
2889,HAS_ROUTE,9436
2890,HAS_ROUTE,10333
2891,IN_CITY,13423
2892,HAS_ROUTE,8733
2893,HAS_ROUTE,9125
2894,HAS_ROUTE,8731
2895,HAS_ROUTE,8740
2896,ON_CONTINENT,17250
2897,IN_CITY,12673
2898,HAS_ROUTE,9132
2899,HAS_ROUTE,8767
2900,ON_CONTINENT,17253
2901,ON_CONTINENT,17248
2902,IN_COUNTRY,17230
2903,HAS_ROUTE,9304
2904,HAS_ROUTE,8637
2905,HAS_ROUTE,11035
2906,IN_REGION,16797
2907,HAS_ROUTE,9408
2908,IN_COUNTRY,17016
2909,HAS_ROUTE,8706
2910,IN_REGION,16129
2911,ON_CONTINENT,17251
2912,HAS_ROUTE,8874
2913,HAS_ROUTE,9485
2914,IN_COUNTRY,17047
2915,HAS_ROUTE,11067
2916,IN_CITY,12450
2917,IN_CITY,13944
2918,HAS_ROUTE,9032
2919,HAS_ROUTE,9123
2920,HAS_ROUTE,8869
2921,HAS_ROUTE,11563
2922,HAS_ROUTE,9290
2923,HAS_ROUTE,8637
2924,IN_COUNTRY,17105
2925,HAS_ROUTE,8791
2926,HAS_ROUTE,8628
2927,HAS_ROUTE,9126
2928,HAS_ROUTE,8648
2929,HAS_ROUTE,8687
2930,HAS_ROUTE,10017
2931,HAS_ROUTE,8787
2932,HAS_ROUTE,8955
2933,HAS_ROUTE,8736
2934,ON_CONTINENT,17248
2935,IN_CITY,13989
2936,HAS_ROUTE,8766
2937,HAS_ROUTE,10015
2938,HAS_ROUTE,8923
2939,IN_COUNTRY,17192
2940,ON_CONTINENT,17250
2941,IN_CITY,13447
2942,IN_REGION,16355
2943,ON_CONTINENT,17250
2944,HAS_ROUTE,8725
2945,HAS_ROUTE,9299
2946,ON_CONTINENT,17250
2947,IN_REGION,15571
2948,HAS_ROUTE,8701
2949,HAS_ROUTE,9418
2950,IN_COUNTRY,17106
2951,HAS_ROUTE,8739
2952,ON_CONTINENT,17250
2953,HAS_ROUTE,9479
2954,IN_CITY,13950
2955,HAS_ROUTE,8754
2956,HAS_ROUTE,11457
2957,HAS_ROUTE,8717
2958,HAS_ROUTE,9137
2959,HAS_ROUTE,8721
2960,HAS_ROUTE,9145
2961,IN_REGION,15756
2962,HAS_ROUTE,9367
2963,HAS_ROUTE,8875
2964,HAS_ROUTE,8738
2965,HAS_ROUTE,9997
2966,HAS_ROUTE,9081
2967,ON_CONTINENT,17250
2968,HAS_ROUTE,11263
2969,HAS_ROUTE,9342
2970,ON_CONTINENT,17249
2971,HAS_ROUTE,8684
2972,IN_REGION,15534
2973,ON_CONTINENT,17250
2974,HAS_ROUTE,9416
2975,IN_COUNTRY,17016
2976,HAS_ROUTE,11941
2977,HAS_ROUTE,8720
2978,ON_CONTINENT,17250
2979,HAS_ROUTE,8765
2980,HAS_ROUTE,8841
2981,IN_REGION,16828
2982,HAS_ROUTE,8962
2983,HAS_ROUTE,9201
2984,HAS_ROUTE,9310
2985,IN_CITY,13022
2986,HAS_ROUTE,8703
2987,HAS_ROUTE,9881
2988,HAS_ROUTE,10008
2989,IN_CITY,12274
2990,ON_CONTINENT,17250
2991,IN_COUNTRY,17019
2992,HAS_ROUTE,9643
2993,HAS_ROUTE,11319
2994,IN_CITY,12391
2995,IN_COUNTRY,17027
2996,HAS_ROUTE,9301
2997,HAS_ROUTE,8644
2998,IN_COUNTRY,17023
2999,HAS_ROUTE,8804
