_start,_end,_type,_disance
8633,8631,HAS_ROUTE,398
8633,8634,HAS_ROUTE,1189
8633,8635,HAS_ROUTE,901
8633,8637,HAS_ROUTE,1206
8633,8638,HAS_ROUTE,212
8633,8639,HAS_ROUTE,2304
8633,8640,HAS_ROUTE,214
8633,8641,HAS_ROUTE,760
8633,8642,HAS_ROUTE,921
8633,8643,HAS_ROUTE,928
8633,8644,HAS_ROUTE,610
8633,8645,HAS_ROUTE,859
8633,8647,HAS_ROUTE,227
8633,8648,HAS_ROUTE,2321
8633,8649,HAS_ROUTE,2435
8633,8651,HAS_ROUTE,815
8633,8652,HAS_ROUTE,2269
8633,8656,HAS_ROUTE,2082
8633,8657,HAS_ROUTE,1471
8633,8658,HAS_ROUTE,233
8633,8660,HAS_ROUTE,968
8633,8661,HAS_ROUTE,198
8633,8664,HAS_ROUTE,1216
8633,8666,HAS_ROUTE,1557
8633,8671,HAS_ROUTE,119
8633,8667,HAS_ROUTE,309
8633,8672,HAS_ROUTE,404
8634,8627,HAS_ROUTE,729
8634,8628,HAS_ROUTE,3036
8634,8629,HAS_ROUTE,190
8634,8630,HAS_ROUTE,630
8634,8631,HAS_ROUTE,1558
8634,8632,HAS_ROUTE,1214
8634,8633,HAS_ROUTE,1189
8634,8635,HAS_ROUTE,1117
8634,8636,HAS_ROUTE,1169
8634,8637,HAS_ROUTE,225
8634,8638,HAS_ROUTE,1388
8634,8639,HAS_ROUTE,1231
8634,8640,HAS_ROUTE,1386
8634,8641,HAS_ROUTE,983
8634,8642,HAS_ROUTE,1119
8634,8643,HAS_ROUTE,852
8634,8644,HAS_ROUTE,801
8634,8645,HAS_ROUTE,1100
8634,8646,HAS_ROUTE,866
8634,8647,HAS_ROUTE,1058
8634,8648,HAS_ROUTE,1657
8634,8649,HAS_ROUTE,1460
8634,8650,HAS_ROUTE,1435
8634,8651,HAS_ROUTE,927
8634,8652,HAS_ROUTE,1168
8634,8654,HAS_ROUTE,1201
8634,8655,HAS_ROUTE,987
8634,8656,HAS_ROUTE,1052
8634,8657,HAS_ROUTE,641
8634,8659,HAS_ROUTE,247
8634,8660,HAS_ROUTE,447
8634,8661,HAS_ROUTE,1369
8634,8662,HAS_ROUTE,686
8634,8663,HAS_ROUTE,3776
8634,8664,HAS_ROUTE,247
8634,8665,HAS_ROUTE,550
8634,8666,HAS_ROUTE,2162
8634,8667,HAS_ROUTE,1019
8634,8668,HAS_ROUTE,1453
8634,8669,HAS_ROUTE,811
8634,8670,HAS_ROUTE,549
8634,8671,HAS_ROUTE,1300
8634,8672,HAS_ROUTE,985
8635,8627,HAS_ROUTE,581
8635,8629,HAS_ROUTE,1103
8635,8630,HAS_ROUTE,794
8635,8631,HAS_ROUTE,1238
8635,8632,HAS_ROUTE,927
8635,8633,HAS_ROUTE,901
8635,8634,HAS_ROUTE,1117
8635,8636,HAS_ROUTE,902
8635,8637,HAS_ROUTE,963
8635,8638,HAS_ROUTE,1070
8635,8639,HAS_ROUTE,2337
8635,8640,HAS_ROUTE,1077
8635,8641,HAS_ROUTE,178
8635,8643,HAS_ROUTE,1488
8635,8644,HAS_ROUTE,1183
8635,8646,HAS_ROUTE,1968
8635,8647,HAS_ROUTE,682
8635,8648,HAS_ROUTE,2712
8635,8649,HAS_ROUTE,2577
8635,8651,HAS_ROUTE,197
8635,8652,HAS_ROUTE,2263
8635,8653,HAS_ROUTE,2322
8635,8655,HAS_ROUTE,2080
8635,8656,HAS_ROUTE,2168
8635,8657,HAS_ROUTE,1701
8635,8658,HAS_ROUTE,1099
8635,8659,HAS_ROUTE,1143
8635,8660,HAS_ROUTE,672
8635,8661,HAS_ROUTE,1066
8635,8664,HAS_ROUTE,955
8635,8666,HAS_ROUTE,1045
8635,8667,HAS_ROUTE,1064
8635,8671,HAS_ROUTE,994
8635,8672,HAS_ROUTE,1129
8636,8627,HAS_ROUTE,533
8636,8629,HAS_ROUTE,1294
8636,8630,HAS_ROUTE,541
8636,8631,HAS_ROUTE,412
8636,8634,HAS_ROUTE,1169
8636,8635,HAS_ROUTE,902
8636,8637,HAS_ROUTE,1188
8636,8638,HAS_ROUTE,227
8636,8639,HAS_ROUTE,2281
8636,8640,HAS_ROUTE,228
8636,8641,HAS_ROUTE,759
8636,8642,HAS_ROUTE,923
8636,8643,HAS_ROUTE,906
8636,8644,HAS_ROUTE,587
8636,8646,HAS_ROUTE,1951
8636,8647,HAS_ROUTE,224
8636,8648,HAS_ROUTE,2298
8636,8649,HAS_ROUTE,2411
8636,8651,HAS_ROUTE,811
8636,8652,HAS_ROUTE,2247
8636,8655,HAS_ROUTE,1822
8636,8656,HAS_ROUTE,2059
8636,8657,HAS_ROUTE,1448
8636,8659,HAS_ROUTE,1359
8636,8660,HAS_ROUTE,954
8636,8661,HAS_ROUTE,212
8636,8663,HAS_ROUTE,4806
8636,8666,HAS_ROUTE,1573
8636,8667,HAS_ROUTE,288
8636,8668,HAS_ROUTE,2401
8636,8671,HAS_ROUTE,134
8636,8672,HAS_ROUTE,383
8637,8627,HAS_ROUTE,688
8637,8628,HAS_ROUTE,3259
8637,8629,HAS_ROUTE,140
8637,8630,HAS_ROUTE,656
8637,8631,HAS_ROUTE,1594
8637,8632,HAS_ROUTE,1233
8637,8633,HAS_ROUTE,1206
8637,8634,HAS_ROUTE,225
8637,8635,HAS_ROUTE,963
8637,8636,HAS_ROUTE,1188
8637,8638,HAS_ROUTE,1414
8637,8639,HAS_ROUTE,1375
8637,8640,HAS_ROUTE,1414
8637,8641,HAS_ROUTE,852
8637,8642,HAS_ROUTE,962
8637,8643,HAS_ROUTE,1035
8637,8644,HAS_ROUTE,926
8637,8645,HAS_ROUTE,953
8637,8646,HAS_ROUTE,1007
8637,8647,HAS_ROUTE,1040
8637,8648,HAS_ROUTE,1871
8637,8649,HAS_ROUTE,1631
8637,8650,HAS_ROUTE,1604
8637,8651,HAS_ROUTE,786
8637,8652,HAS_ROUTE,1300
8637,8654,HAS_ROUTE,1343
8637,8655,HAS_ROUTE,1194
8637,8656,HAS_ROUTE,1219
8637,8657,HAS_ROUTE,862
8637,8659,HAS_ROUTE,190
8637,8660,HAS_ROUTE,304
8637,8661,HAS_ROUTE,1397
8637,8663,HAS_ROUTE,3895
8637,8665,HAS_ROUTE,666
8637,8666,HAS_ROUTE,2004
8637,8667,HAS_ROUTE,1090
8637,8669,HAS_ROUTE,934
8637,8671,HAS_ROUTE,1322
8637,8672,HAS_ROUTE,1075
8638,8627,HAS_ROUTE,759
8638,8629,HAS_ROUTE,1518
8638,8630,HAS_ROUTE,764
8638,8631,HAS_ROUTE,186
8638,8632,HAS_ROUTE,183
8638,8633,HAS_ROUTE,212
8638,8634,HAS_ROUTE,1388
8638,8635,HAS_ROUTE,1070
8638,8636,HAS_ROUTE,227
8638,8637,HAS_ROUTE,1414
8638,8639,HAS_ROUTE,2468
8638,8641,HAS_ROUTE,945
8638,8642,HAS_ROUTE,1091
8638,8643,HAS_ROUTE,1025
8638,8644,HAS_ROUTE,738
8638,8645,HAS_ROUTE,1029
8638,8646,HAS_ROUTE,2147
8638,8647,HAS_ROUTE,426
8638,8648,HAS_ROUTE,2413
8638,8649,HAS_ROUTE,2578
8638,8650,HAS_ROUTE,2561
8638,8651,HAS_ROUTE,1006
8638,8652,HAS_ROUTE,2439
8638,8653,HAS_ROUTE,2458
8638,8654,HAS_ROUTE,2447
8638,8655,HAS_ROUTE,1983
8638,8656,HAS_ROUTE,2241
8638,8657,HAS_ROUTE,1621
8638,8659,HAS_ROUTE,1584
8638,8660,HAS_ROUTE,1181
8638,8663,HAS_ROUTE,4972
8638,8664,HAS_ROUTE,1426
8638,8666,HAS_ROUTE,1601
8638,8667,HAS_ROUTE,424
8638,8668,HAS_ROUTE,2568
8638,8669,HAS_ROUTE,2131
8638,8671,HAS_ROUTE,94
8638,8672,HAS_ROUTE,507
8639,8627,HAS_ROUTE,1941
8639,8628,HAS_ROUTE,2341
8639,8629,HAS_ROUTE,1238
8639,8630,HAS_ROUTE,1792
8639,8631,HAS_ROUTE,2604
8639,8632,HAS_ROUTE,2322
8639,8633,HAS_ROUTE,2304
8639,8634,HAS_ROUTE,1231
8639,8635,HAS_ROUTE,2337
8639,8636,HAS_ROUTE,2281
8639,8637,HAS_ROUTE,1375
8639,8638,HAS_ROUTE,2468
8639,8641,HAS_ROUTE,2212
8639,8642,HAS_ROUTE,2336
8639,8643,HAS_ROUTE,1532
8639,8644,HAS_ROUTE,1740
8639,8645,HAS_ROUTE,2324
8639,8646,HAS_ROUTE,369
8639,8647,HAS_ROUTE,2232
8639,8648,HAS_ROUTE,954
8639,8649,HAS_ROUTE,337
8639,8650,HAS_ROUTE,308
8639,8651,HAS_ROUTE,2152
8639,8652,HAS_ROUTE,109
8639,8655,HAS_ROUTE,589
8639,8656,HAS_ROUTE,236
8639,8657,HAS_ROUTE,860
8639,8659,HAS_ROUTE,1208
8639,8660,HAS_ROUTE,1666
8639,8661,HAS_ROUTE,2447
8639,8662,HAS_ROUTE,1546
8639,8663,HAS_ROUTE,2551
8639,8664,HAS_ROUTE,1386
8639,8665,HAS_ROUTE,713
8639,8667,HAS_ROUTE,2047
8639,8668,HAS_ROUTE,337
8639,8669,HAS_ROUTE,450
8639,8670,HAS_ROUTE,708
8639,8671,HAS_ROUTE,2395
8639,8672,HAS_ROUTE,1973
8640,8627,HAS_ROUTE,761
8640,8630,HAS_ROUTE,762
8640,8631,HAS_ROUTE,184
8640,8633,HAS_ROUTE,214
8640,8634,HAS_ROUTE,1386
8640,8635,HAS_ROUTE,1077
8640,8636,HAS_ROUTE,228
8640,8637,HAS_ROUTE,1414
8640,8641,HAS_ROUTE,951
8640,8642,HAS_ROUTE,1098
8640,8643,HAS_ROUTE,1017
8640,8644,HAS_ROUTE,731
8640,8645,HAS_ROUTE,1036
8640,8646,HAS_ROUTE,2143
8640,8647,HAS_ROUTE,430
8640,8651,HAS_ROUTE,1011
8640,8657,HAS_ROUTE,1614
8640,8660,HAS_ROUTE,1182
8640,8664,HAS_ROUTE,1425
8640,8667,HAS_ROUTE,417
8640,8671,HAS_ROUTE,95
8640,8672,HAS_ROUTE,500
8641,8627,HAS_ROUTE,404
8641,8629,HAS_ROUTE,992
8641,8630,HAS_ROUTE,617
8641,8631,HAS_ROUTE,1121
8641,8632,HAS_ROUTE,788
8641,8633,HAS_ROUTE,760
8641,8634,HAS_ROUTE,983
8641,8635,HAS_ROUTE,178
8641,8636,HAS_ROUTE,759
8641,8637,HAS_ROUTE,852
8641,8638,HAS_ROUTE,945
8641,8639,HAS_ROUTE,2212
8641,8640,HAS_ROUTE,951
8641,8642,HAS_ROUTE,192
8641,8643,HAS_ROUTE,1310
8641,8644,HAS_ROUTE,1006
8641,8646,HAS_ROUTE,1844
8641,8647,HAS_ROUTE,535
8641,8648,HAS_ROUTE,2549
8641,8649,HAS_ROUTE,2440
8641,8650,HAS_ROUTE,2415
8641,8652,HAS_ROUTE,2143
8641,8655,HAS_ROUTE,1927
8641,8656,HAS_ROUTE,2034
8641,8657,HAS_ROUTE,1544
8641,8658,HAS_ROUTE,972
8641,8659,HAS_ROUTE,1038
8641,8660,HAS_ROUTE,550
8641,8661,HAS_ROUTE,938
8641,8662,HAS_ROUTE,1097
8641,8664,HAS_ROUTE,847
8641,8666,HAS_ROUTE,1188
8641,8667,HAS_ROUTE,897
8641,8671,HAS_ROUTE,862
8641,8672,HAS_ROUTE,959
8642,8627,HAS_ROUTE,596
8642,8629,HAS_ROUTE,1101
8642,8630,HAS_ROUTE,807
8642,8631,HAS_ROUTE,1259
8642,8632,HAS_ROUTE,948
8642,8633,HAS_ROUTE,921
8642,8634,HAS_ROUTE,1119
8642,8636,HAS_ROUTE,923
8642,8637,HAS_ROUTE,962
8642,8638,HAS_ROUTE,1091
8642,8639,HAS_ROUTE,2336
8642,8640,HAS_ROUTE,1098
8642,8641,HAS_ROUTE,192
8642,8643,HAS_ROUTE,1501
8642,8644,HAS_ROUTE,1198
8642,8646,HAS_ROUTE,1967
8642,8647,HAS_ROUTE,702
8642,8648,HAS_ROUTE,2719
8642,8649,HAS_ROUTE,2579
8642,8651,HAS_ROUTE,204
8642,8652,HAS_ROUTE,2262
8642,8655,HAS_ROUTE,2085
8642,8656,HAS_ROUTE,2170
8642,8657,HAS_ROUTE,1707
8642,8658,HAS_ROUTE,1120
8642,8659,HAS_ROUTE,1140
8642,8660,HAS_ROUTE,673
8642,8661,HAS_ROUTE,1087
8642,8664,HAS_ROUTE,953
8642,8666,HAS_ROUTE,1044
8642,8667,HAS_ROUTE,1082
8642,8671,HAS_ROUTE,1015
8642,8672,HAS_ROUTE,1147
8643,8627,HAS_ROUTE,906
8643,8628,HAS_ROUTE,2510
8643,8629,HAS_ROUTE,1042
8643,8630,HAS_ROUTE,695
8643,8631,HAS_ROUTE,1120
8643,8632,HAS_ROUTE,934
8643,8633,HAS_ROUTE,928
8643,8634,HAS_ROUTE,852
8643,8635,HAS_ROUTE,1488
8643,8636,HAS_ROUTE,906
8643,8637,HAS_ROUTE,1035
8643,8638,HAS_ROUTE,1025
8643,8639,HAS_ROUTE,1532
8643,8640,HAS_ROUTE,1017
8643,8641,HAS_ROUTE,1310
8643,8642,HAS_ROUTE,1501
8643,8644,HAS_ROUTE,333
8643,8645,HAS_ROUTE,1452
8643,8646,HAS_ROUTE,1274
8643,8647,HAS_ROUTE,979
8643,8648,HAS_ROUTE,1394
8643,8649,HAS_ROUTE,1584
8643,8650,HAS_ROUTE,1571
8643,8651,HAS_ROUTE,1307
8643,8652,HAS_ROUTE,1529
8643,8654,HAS_ROUTE,1519
8643,8655,HAS_ROUTE,988
8643,8656,HAS_ROUTE,1296
8643,8657,HAS_ROUTE,678
8643,8659,HAS_ROUTE,1098
8643,8660,HAS_ROUTE,1041
8643,8661,HAS_ROUTE,1005
8643,8662,HAS_ROUTE,220
8643,8663,HAS_ROUTE,3964
8643,8667,HAS_ROUTE,620
8643,8668,HAS_ROUTE,1574
8643,8669,HAS_ROUTE,1296
8643,8671,HAS_ROUTE,978
8643,8672,HAS_ROUTE,527
8644,8627,HAS_ROUTE,606
8644,8628,HAS_ROUTE,2837
8644,8629,HAS_ROUTE,978
8644,8630,HAS_ROUTE,409
8644,8631,HAS_ROUTE,864
8644,8632,HAS_ROUTE,620
8644,8633,HAS_ROUTE,610
8644,8634,HAS_ROUTE,801
8644,8635,HAS_ROUTE,1183
8644,8636,HAS_ROUTE,587
8644,8637,HAS_ROUTE,926
8644,8638,HAS_ROUTE,738
8644,8639,HAS_ROUTE,1740
8644,8640,HAS_ROUTE,731
8644,8641,HAS_ROUTE,1006
8644,8642,HAS_ROUTE,1198
8644,8643,HAS_ROUTE,333
8644,8645,HAS_ROUTE,1145
8644,8646,HAS_ROUTE,1436
8644,8647,HAS_ROUTE,645
8644,8648,HAS_ROUTE,1715
8644,8649,HAS_ROUTE,1840
8644,8650,HAS_ROUTE,1824
8644,8651,HAS_ROUTE,1013
8644,8652,HAS_ROUTE,1719
8644,8654,HAS_ROUTE,1721
8644,8655,HAS_ROUTE,1246
8644,8656,HAS_ROUTE,1510
8644,8657,HAS_ROUTE,885
8644,8658,HAS_ROUTE,736
8644,8659,HAS_ROUTE,1042
8644,8660,HAS_ROUTE,838
8644,8661,HAS_ROUTE,717
8644,8662,HAS_ROUTE,196
8644,8663,HAS_ROUTE,4234
8644,8665,HAS_ROUTE,1234
8644,8666,HAS_ROUTE,2072
8644,8667,HAS_ROUTE,315
8644,8668,HAS_ROUTE,1830
8644,8669,HAS_ROUTE,1434
8644,8671,HAS_ROUTE,676
8644,8672,HAS_ROUTE,234
8645,8627,HAS_ROUTE,545
8645,8631,HAS_ROUTE,1198
8645,8632,HAS_ROUTE,885
8645,8633,HAS_ROUTE,859
8645,8634,HAS_ROUTE,1100
8645,8637,HAS_ROUTE,953
8645,8638,HAS_ROUTE,1029
8645,8639,HAS_ROUTE,2324
8645,8640,HAS_ROUTE,1036
8645,8643,HAS_ROUTE,1452
8645,8644,HAS_ROUTE,1145
8645,8647,HAS_ROUTE,639
8645,8651,HAS_ROUTE,174
8645,8657,HAS_ROUTE,1677
8645,8658,HAS_ROUTE,1058
8645,8661,HAS_ROUTE,1025
8645,8666,HAS_ROUTE,1062
8645,8667,HAS_ROUTE,1022
8645,8671,HAS_ROUTE,952
8645,8672,HAS_ROUTE,1088
8646,8627,HAS_ROUTE,1583
8646,8628,HAS_ROUTE,2547
8646,8629,HAS_ROUTE,870
8646,8630,HAS_ROUTE,1445
8646,8631,HAS_ROUTE,2294
8646,8632,HAS_ROUTE,1993
8646,8634,HAS_ROUTE,866
8646,8635,HAS_ROUTE,1968
8646,8636,HAS_ROUTE,1951
8646,8637,HAS_ROUTE,1007
8646,8638,HAS_ROUTE,2147
8646,8639,HAS_ROUTE,369
8646,8640,HAS_ROUTE,2143
8646,8641,HAS_ROUTE,1844
8646,8642,HAS_ROUTE,1967
8646,8643,HAS_ROUTE,1274
8646,8644,HAS_ROUTE,1436
8646,8647,HAS_ROUTE,1885
8646,8648,HAS_ROUTE,1106
8646,8649,HAS_ROUTE,650
8646,8650,HAS_ROUTE,620
8646,8652,HAS_ROUTE,303
8646,8654,HAS_ROUTE,337
8646,8655,HAS_ROUTE,508
8646,8656,HAS_ROUTE,255
8646,8657,HAS_ROUTE,601
8646,8659,HAS_ROUTE,841
8646,8660,HAS_ROUTE,1297
8646,8661,HAS_ROUTE,2127
8646,8663,HAS_ROUTE,2911
8646,8664,HAS_ROUTE,1018
8646,8665,HAS_ROUTE,346
8646,8667,HAS_ROUTE,1733
8646,8668,HAS_ROUTE,645
8646,8669,HAS_ROUTE,110
8646,8670,HAS_ROUTE,369
8646,8671,HAS_ROUTE,2069
8646,8672,HAS_ROUTE,1667
8647,8627,HAS_ROUTE,355
8647,8629,HAS_ROUTE,1159
8647,8630,HAS_ROUTE,441
8647,8631,HAS_ROUTE,611
8647,8632,HAS_ROUTE,256
8647,8633,HAS_ROUTE,227
8647,8634,HAS_ROUTE,1058
8647,8635,HAS_ROUTE,682
8647,8636,HAS_ROUTE,224
8647,8637,HAS_ROUTE,1040
8647,8638,HAS_ROUTE,426
8647,8639,HAS_ROUTE,2232
8647,8640,HAS_ROUTE,430
8647,8641,HAS_ROUTE,535
8647,8642,HAS_ROUTE,702
8647,8643,HAS_ROUTE,979
8647,8644,HAS_ROUTE,645
8647,8645,HAS_ROUTE,639
8647,8646,HAS_ROUTE,1885
8647,8648,HAS_ROUTE,2347
8647,8649,HAS_ROUTE,2393
8647,8651,HAS_ROUTE,588
8647,8652,HAS_ROUTE,2187
8647,8655,HAS_ROUTE,1818
8647,8656,HAS_ROUTE,2020
8647,8657,HAS_ROUTE,1432
8647,8659,HAS_ROUTE,1222
8647,8661,HAS_ROUTE,416
8647,8660,HAS_ROUTE,778
8647,8664,HAS_ROUTE,1048
8647,8666,HAS_ROUTE,1434
8647,8667,HAS_ROUTE,416
8647,8671,HAS_ROUTE,337
8647,8672,HAS_ROUTE,501
8648,8627,HAS_ROUTE,2176
8648,8628,HAS_ROUTE,1444
8648,8629,HAS_ROUTE,1768
8648,8630,HAS_ROUTE,1972
8648,8631,HAS_ROUTE,2487
8648,8633,HAS_ROUTE,2321
8648,8632,HAS_ROUTE,2327
8648,8634,HAS_ROUTE,1657
8648,8635,HAS_ROUTE,2712
8648,8636,HAS_ROUTE,2298
8648,8637,HAS_ROUTE,1871
8648,8638,HAS_ROUTE,2413
8648,8639,HAS_ROUTE,954
8648,8641,HAS_ROUTE,2549
8648,8642,HAS_ROUTE,2719
8648,8643,HAS_ROUTE,1394
8648,8644,HAS_ROUTE,1715
8648,8646,HAS_ROUTE,1106
8648,8647,HAS_ROUTE,2347
8648,8649,HAS_ROUTE,679
8648,8650,HAS_ROUTE,697
8648,8651,HAS_ROUTE,2515
8648,8652,HAS_ROUTE,1051
8648,8653,HAS_ROUTE,966
8648,8654,HAS_ROUTE,979
8648,8655,HAS_ROUTE,687
8648,8656,HAS_ROUTE,866
8648,8657,HAS_ROUTE,1021
8648,8659,HAS_ROUTE,1772
8648,8660,HAS_ROUTE,2082
8648,8661,HAS_ROUTE,2394
8648,8663,HAS_ROUTE,2675
8648,8664,HAS_ROUTE,1891
8648,8665,HAS_ROUTE,1367
8648,8668,HAS_ROUTE,672
