_start,_end,_type,_disance
8727,9355,HAS_ROUTE,321
8727,9436,HAS_ROUTE,3015
8727,9469,HAS_ROUTE,4261
8727,9487,HAS_ROUTE,3637
8727,9505,HAS_ROUTE,1486
8727,9528,HAS_ROUTE,1895
8727,9531,HAS_ROUTE,1655
8727,9553,HAS_ROUTE,1757
8727,9554,HAS_ROUTE,658
8727,9660,HAS_ROUTE,2311
8727,9662,HAS_ROUTE,2170
8727,9663,HAS_ROUTE,2291
8727,9664,HAS_ROUTE,2672
8727,9774,HAS_ROUTE,1244
8727,9776,HAS_ROUTE,1751
8727,9828,HAS_ROUTE,833
8727,9829,HAS_ROUTE,1568
8727,9953,HAS_ROUTE,1204
8727,9954,HAS_ROUTE,1084
8727,9956,HAS_ROUTE,1043
8727,9962,HAS_ROUTE,1921
8727,10109,HAS_ROUTE,1866
8727,10118,HAS_ROUTE,1613
8727,10121,HAS_ROUTE,1232
8727,10122,HAS_ROUTE,999
8727,10142,HAS_ROUTE,1833
8727,10145,HAS_ROUTE,1630
8727,11388,HAS_ROUTE,439
8727,11392,HAS_ROUTE,333
8727,11418,HAS_ROUTE,144
8727,11422,HAS_ROUTE,327
8727,11425,HAS_ROUTE,437
8727,11427,HAS_ROUTE,253
8727,11429,HAS_ROUTE,332
8727,11436,HAS_ROUTE,290
8727,11438,HAS_ROUTE,235
8727,11441,HAS_ROUTE,296
8727,11448,HAS_ROUTE,582
8727,11452,HAS_ROUTE,530
8727,11456,HAS_ROUTE,323
8727,11462,HAS_ROUTE,509
8727,11465,HAS_ROUTE,636
8727,11563,HAS_ROUTE,1901
8727,11603,HAS_ROUTE,1041
8728,8637,HAS_ROUTE,5919
8728,8675,HAS_ROUTE,1580
8728,8676,HAS_ROUTE,1579
8728,8678,HAS_ROUTE,1272
8728,8679,HAS_ROUTE,582
8728,8680,HAS_ROUTE,4665
8728,8682,HAS_ROUTE,5217
8728,8684,HAS_ROUTE,2261
8728,8687,HAS_ROUTE,4414
8728,8694,HAS_ROUTE,1487
8728,8699,HAS_ROUTE,1881
8728,8700,HAS_ROUTE,2134
8728,8701,HAS_ROUTE,1036
8728,8702,HAS_ROUTE,1364
8728,8703,HAS_ROUTE,1507
8728,8705,HAS_ROUTE,1404
8728,8706,HAS_ROUTE,1206
8728,8710,HAS_ROUTE,1599
8728,8713,HAS_ROUTE,1301
8728,8720,HAS_ROUTE,1541
8728,8727,HAS_ROUTE,4383
8728,8732,HAS_ROUTE,2193
8728,8733,HAS_ROUTE,1558
8728,8734,HAS_ROUTE,1578
8728,8735,HAS_ROUTE,1433
8728,8736,HAS_ROUTE,1370
8728,8739,HAS_ROUTE,2127
8728,8748,HAS_ROUTE,4087
8728,8765,HAS_ROUTE,1432
8728,8766,HAS_ROUTE,724
8728,8767,HAS_ROUTE,1744
8728,8769,HAS_ROUTE,1063
8728,8770,HAS_ROUTE,1775
8728,8771,HAS_ROUTE,3206
8728,8772,HAS_ROUTE,1622
8728,8788,HAS_ROUTE,2111
8728,8790,HAS_ROUTE,2302
8728,8791,HAS_ROUTE,4771
8728,8795,HAS_ROUTE,1483
8728,8796,HAS_ROUTE,1466
8728,8797,HAS_ROUTE,1460
8728,8798,HAS_ROUTE,1492
8728,8799,HAS_ROUTE,1387
8728,8801,HAS_ROUTE,1363
8728,8824,HAS_ROUTE,1303
8728,8827,HAS_ROUTE,4043
8728,8828,HAS_ROUTE,2430
8728,8830,HAS_ROUTE,1820
8728,8842,HAS_ROUTE,2430
8728,8843,HAS_ROUTE,2100
8728,8856,HAS_ROUTE,1941
8728,8867,HAS_ROUTE,5773
8728,8874,HAS_ROUTE,545
8728,8877,HAS_ROUTE,2356
8728,8881,HAS_ROUTE,1321
8728,8885,HAS_ROUTE,1391
8728,8911,HAS_ROUTE,4613
8728,8912,HAS_ROUTE,1638
8728,8943,HAS_ROUTE,1532
8728,8946,HAS_ROUTE,1406
8728,8947,HAS_ROUTE,1171
8728,8955,HAS_ROUTE,1663
8728,8958,HAS_ROUTE,2642
8728,8961,HAS_ROUTE,1913
8728,8968,HAS_ROUTE,455
8728,8972,HAS_ROUTE,414
8728,8978,HAS_ROUTE,1717
8728,8979,HAS_ROUTE,1516
8728,9059,HAS_ROUTE,1266
8728,9079,HAS_ROUTE,1182
8728,9080,HAS_ROUTE,1382
8728,9082,HAS_ROUTE,4156
8728,9112,HAS_ROUTE,3266
8728,9117,HAS_ROUTE,1960
8728,9118,HAS_ROUTE,1902
8728,9120,HAS_ROUTE,1452
8728,9124,HAS_ROUTE,2064
8728,9130,HAS_ROUTE,1511
8728,9133,HAS_ROUTE,1368
8728,9136,HAS_ROUTE,1233
8728,9137,HAS_ROUTE,1373
8728,9138,HAS_ROUTE,1633
8728,9140,HAS_ROUTE,1628
8728,9142,HAS_ROUTE,1283
8728,9143,HAS_ROUTE,1360
8728,9144,HAS_ROUTE,1342
8728,9145,HAS_ROUTE,1075
8728,9146,HAS_ROUTE,1243
8728,9147,HAS_ROUTE,1857
8728,9148,HAS_ROUTE,408
8728,9159,HAS_ROUTE,1084
8728,9186,HAS_ROUTE,5952
8728,9192,HAS_ROUTE,1001
8728,9279,HAS_ROUTE,502
8728,9283,HAS_ROUTE,3980
8728,9284,HAS_ROUTE,1001
8728,9298,HAS_ROUTE,4409
8728,9299,HAS_ROUTE,3831
8728,9336,HAS_ROUTE,3819
8728,9337,HAS_ROUTE,4135
8728,9348,HAS_ROUTE,2260
8728,9352,HAS_ROUTE,953
8728,9415,HAS_ROUTE,1275
8728,9422,HAS_ROUTE,1972
8728,9434,HAS_ROUTE,702
8728,9435,HAS_ROUTE,1229
8728,9436,HAS_ROUTE,1732
8728,9437,HAS_ROUTE,1839
8728,9438,HAS_ROUTE,235
8728,9439,HAS_ROUTE,509
8728,9486,HAS_ROUTE,1095
8728,9487,HAS_ROUTE,883
8728,9488,HAS_ROUTE,1400
8728,9554,HAS_ROUTE,4458
8728,9661,HAS_ROUTE,3041
8728,9664,HAS_ROUTE,2613
8728,9665,HAS_ROUTE,2739
8728,9666,HAS_ROUTE,2064
8728,9821,HAS_ROUTE,1827
8728,9823,HAS_ROUTE,718
8728,9824,HAS_ROUTE,805
8728,9825,HAS_ROUTE,569
8728,9826,HAS_ROUTE,532
8728,9827,HAS_ROUTE,3354
8728,9831,HAS_ROUTE,2281
8728,9842,HAS_ROUTE,1730
8728,9855,HAS_ROUTE,501
8728,9857,HAS_ROUTE,695
8728,9941,HAS_ROUTE,1346
8728,9942,HAS_ROUTE,267
8728,10015,HAS_ROUTE,507
8728,10016,HAS_ROUTE,464
8728,10017,HAS_ROUTE,922
8728,10018,HAS_ROUTE,706
8728,10019,HAS_ROUTE,254
8728,10020,HAS_ROUTE,426
8728,10021,HAS_ROUTE,712
8728,10045,HAS_ROUTE,1333
8728,10747,HAS_ROUTE,1364
8728,10749,HAS_ROUTE,994
8728,11079,HAS_ROUTE,899
8728,11253,HAS_ROUTE,1271
8728,11255,HAS_ROUTE,1716
8728,11256,HAS_ROUTE,1878
8728,11257,HAS_ROUTE,1671
8728,11259,HAS_ROUTE,1521
8728,11261,HAS_ROUTE,634
8728,11262,HAS_ROUTE,1867
8728,11263,HAS_ROUTE,1591
8728,11264,HAS_ROUTE,988
8728,11265,HAS_ROUTE,877
8728,11267,HAS_ROUTE,1083
8728,11268,HAS_ROUTE,1256
8728,11270,HAS_ROUTE,1101
8728,11271,HAS_ROUTE,1048
8728,11273,HAS_ROUTE,2434
8728,11274,HAS_ROUTE,2590
8728,11278,HAS_ROUTE,937
8728,11279,HAS_ROUTE,967
8728,11280,HAS_ROUTE,3479
8728,11281,HAS_ROUTE,3866
8728,11282,HAS_ROUTE,3659
8728,11284,HAS_ROUTE,4207
8728,11289,HAS_ROUTE,2936
8728,11290,HAS_ROUTE,2381
8728,11295,HAS_ROUTE,764
8728,11296,HAS_ROUTE,736
8728,11300,HAS_ROUTE,642
8728,11302,HAS_ROUTE,844
8728,11303,HAS_ROUTE,937
8728,11304,HAS_ROUTE,467
8728,11305,HAS_ROUTE,682
8728,11306,HAS_ROUTE,2090
8728,11307,HAS_ROUTE,1807
8728,11308,HAS_ROUTE,1935
8728,11309,HAS_ROUTE,1854
8728,11311,HAS_ROUTE,1381
8728,11312,HAS_ROUTE,1796
8728,11313,HAS_ROUTE,1921
8728,11315,HAS_ROUTE,1779
8728,11317,HAS_ROUTE,719
8728,11319,HAS_ROUTE,972
8728,11320,HAS_ROUTE,894
8728,11321,HAS_ROUTE,735
8728,11322,HAS_ROUTE,568
8728,11323,HAS_ROUTE,831
8728,11324,HAS_ROUTE,767
8728,11325,HAS_ROUTE,683
8728,11327,HAS_ROUTE,1214
8728,11328,HAS_ROUTE,1185
8728,11332,HAS_ROUTE,1144
8728,11333,HAS_ROUTE,605
8728,11334,HAS_ROUTE,480
8728,11335,HAS_ROUTE,1348
8728,11336,HAS_ROUTE,1463
8728,11337,HAS_ROUTE,1432
8728,11339,HAS_ROUTE,1397
8728,11340,HAS_ROUTE,1330
8728,11341,HAS_ROUTE,1050
8728,11342,HAS_ROUTE,1070
8728,11343,HAS_ROUTE,1903
8728,11344,HAS_ROUTE,1784
8728,11345,HAS_ROUTE,1876
8728,11346,HAS_ROUTE,1854
8728,11347,HAS_ROUTE,1852
8728,11348,HAS_ROUTE,1814
8728,11349,HAS_ROUTE,1319
8728,11350,HAS_ROUTE,1629
8728,11351,HAS_ROUTE,1624
8728,11352,HAS_ROUTE,1723
8728,11353,HAS_ROUTE,1714
8728,11354,HAS_ROUTE,1854
8728,11356,HAS_ROUTE,333
8728,11359,HAS_ROUTE,788
8728,11360,HAS_ROUTE,1182
8728,11362,HAS_ROUTE,591
8728,11363,HAS_ROUTE,444
8728,11364,HAS_ROUTE,554
8728,11365,HAS_ROUTE,370
8728,11366,HAS_ROUTE,417
8728,11367,HAS_ROUTE,759
8728,11368,HAS_ROUTE,902
8728,11369,HAS_ROUTE,328
8728,11370,HAS_ROUTE,304
8728,11433,HAS_ROUTE,2297
8728,11448,HAS_ROUTE,4804
8728,11903,HAS_ROUTE,1765
8728,11950,HAS_ROUTE,198
8728,11951,HAS_ROUTE,438
8728,11962,HAS_ROUTE,2249
8728,12024,HAS_ROUTE,343
8728,12129,HAS_ROUTE,1008
8729,8636,HAS_ROUTE,4851
8729,8638,HAS_ROUTE,4645
8729,8639,HAS_ROUTE,6059
8729,8642,HAS_ROUTE,5713
8729,8673,HAS_ROUTE,4636
8729,8675,HAS_ROUTE,1558
8729,8676,HAS_ROUTE,1557
8729,8677,HAS_ROUTE,1524
8729,8678,HAS_ROUTE,1257
8729,8679,HAS_ROUTE,543
8729,8680,HAS_ROUTE,4662
8729,8684,HAS_ROUTE,2305
8729,8685,HAS_ROUTE,2709
8729,8686,HAS_ROUTE,1723
8729,8687,HAS_ROUTE,4432
8729,8690,HAS_ROUTE,3598
8729,8693,HAS_ROUTE,4254
8729,8694,HAS_ROUTE,1489
8729,8696,HAS_ROUTE,1332
8729,8698,HAS_ROUTE,1037
8729,8699,HAS_ROUTE,1874
8729,8700,HAS_ROUTE,2123
8729,8701,HAS_ROUTE,1032
8729,8702,HAS_ROUTE,1354
8729,8703,HAS_ROUTE,1497
8729,8705,HAS_ROUTE,1384
8729,8706,HAS_ROUTE,1197
8729,8715,HAS_ROUTE,951
8729,8716,HAS_ROUTE,1301
8729,8718,HAS_ROUTE,996
8729,8719,HAS_ROUTE,757
8729,8727,HAS_ROUTE,4412
8729,8733,HAS_ROUTE,1541
8729,8734,HAS_ROUTE,1572
8729,8735,HAS_ROUTE,1426
8729,8736,HAS_ROUTE,1392
8729,8737,HAS_ROUTE,1160
8729,8738,HAS_ROUTE,970
8729,8739,HAS_ROUTE,2121
8729,8748,HAS_ROUTE,4089
8729,8765,HAS_ROUTE,1468
8729,8766,HAS_ROUTE,714
8729,8767,HAS_ROUTE,1756
8729,8768,HAS_ROUTE,1108
8729,8769,HAS_ROUTE,1071
8729,8770,HAS_ROUTE,1809
8729,8772,HAS_ROUTE,1659
8729,8787,HAS_ROUTE,1087
8729,8791,HAS_ROUTE,4798
8729,8793,HAS_ROUTE,1096
8729,8794,HAS_ROUTE,1280
8729,8796,HAS_ROUTE,1472
8729,8797,HAS_ROUTE,1457
8729,8799,HAS_ROUTE,1384
8729,8801,HAS_ROUTE,1358
8729,8803,HAS_ROUTE,956
8729,8824,HAS_ROUTE,1284
8729,8827,HAS_ROUTE,4082
8729,8828,HAS_ROUTE,2417
8729,8860,HAS_ROUTE,6249
8729,8867,HAS_ROUTE,5740
8729,8874,HAS_ROUTE,516
8729,8876,HAS_ROUTE,4348
8729,8877,HAS_ROUTE,2348
8729,8881,HAS_ROUTE,1353
8729,8885,HAS_ROUTE,1420
8729,8928,HAS_ROUTE,520
8729,8929,HAS_ROUTE,2069
8729,8938,HAS_ROUTE,5947
8729,8946,HAS_ROUTE,1424
8729,8947,HAS_ROUTE,1214
8729,8952,HAS_ROUTE,1137
8729,8954,HAS_ROUTE,1557
8729,8955,HAS_ROUTE,1656
8729,8956,HAS_ROUTE,929
8729,8958,HAS_ROUTE,2635
8729,8961,HAS_ROUTE,1938
8729,8962,HAS_ROUTE,1532
8729,8968,HAS_ROUTE,473
8729,8972,HAS_ROUTE,372
8729,8978,HAS_ROUTE,1749
8729,8979,HAS_ROUTE,1560
8729,9082,HAS_ROUTE,4179
8729,9090,HAS_ROUTE,1020
8729,9108,HAS_ROUTE,834
8729,9112,HAS_ROUTE,3256
8729,9117,HAS_ROUTE,1996
8729,9118,HAS_ROUTE,1939
8729,9120,HAS_ROUTE,1486
8729,9124,HAS_ROUTE,2057
8729,9130,HAS_ROUTE,1537
8729,9136,HAS_ROUTE,1251
8729,9138,HAS_ROUTE,1644
8729,9139,HAS_ROUTE,1661
8729,9147,HAS_ROUTE,1863
8729,9148,HAS_ROUTE,399
8729,9149,HAS_ROUTE,4090
8729,9181,HAS_ROUTE,1193
8729,9194,HAS_ROUTE,4251
8729,9279,HAS_ROUTE,485
8729,9283,HAS_ROUTE,3977
8729,9284,HAS_ROUTE,1025
8729,9286,HAS_ROUTE,1915
8729,9291,HAS_ROUTE,4410
8729,9299,HAS_ROUTE,3854
8729,9302,HAS_ROUTE,3931
8729,9303,HAS_ROUTE,3751
8729,9328,HAS_ROUTE,2878
8729,9336,HAS_ROUTE,3811
8729,9337,HAS_ROUTE,4124
8729,9348,HAS_ROUTE,2303
8729,9352,HAS_ROUTE,977
8729,9436,HAS_ROUTE,1739
8729,9438,HAS_ROUTE,246
8729,9439,HAS_ROUTE,535
8729,9486,HAS_ROUTE,1138
8729,9487,HAS_ROUTE,892
8729,9661,HAS_ROUTE,3025
8729,9664,HAS_ROUTE,2615
8729,9665,HAS_ROUTE,2740
8729,9666,HAS_ROUTE,2065
8729,9821,HAS_ROUTE,1855
8729,9822,HAS_ROUTE,420
8729,9823,HAS_ROUTE,759
8729,9824,HAS_ROUTE,848
8729,9825,HAS_ROUTE,610
8729,9826,HAS_ROUTE,575
8729,9831,HAS_ROUTE,2324
8729,9855,HAS_ROUTE,535
8729,9857,HAS_ROUTE,720
8729,10015,HAS_ROUTE,546
8729,10017,HAS_ROUTE,935
8729,10018,HAS_ROUTE,711
8729,10021,HAS_ROUTE,731
8729,10112,HAS_ROUTE,3384
8729,10748,HAS_ROUTE,1084
8729,11079,HAS_ROUTE,943
8729,11256,HAS_ROUTE,1909
8729,11259,HAS_ROUTE,1541
8729,11260,HAS_ROUTE,1450
8729,11266,HAS_ROUTE,1056
8729,11284,HAS_ROUTE,4187
8729,11289,HAS_ROUTE,2935
8729,11296,HAS_ROUTE,769
8729,11300,HAS_ROUTE,606
8729,11303,HAS_ROUTE,896
8729,11305,HAS_ROUTE,662
8729,11306,HAS_ROUTE,2096
8729,11307,HAS_ROUTE,1816
8729,11309,HAS_ROUTE,1859
8729,11311,HAS_ROUTE,1391
8729,11312,HAS_ROUTE,1800
8729,11313,HAS_ROUTE,1928
8729,11317,HAS_ROUTE,757
8729,11318,HAS_ROUTE,787
8729,11319,HAS_ROUTE,1016
8729,11320,HAS_ROUTE,937
8729,11321,HAS_ROUTE,777
8729,11323,HAS_ROUTE,872
8729,11324,HAS_ROUTE,809
8729,11326,HAS_ROUTE,867
8729,11327,HAS_ROUTE,1196
8729,11328,HAS_ROUTE,1181
8729,11333,HAS_ROUTE,614
8729,11336,HAS_ROUTE,1449
8729,11337,HAS_ROUTE,1429
8729,11340,HAS_ROUTE,1325
8729,11341,HAS_ROUTE,1057
8729,11351,HAS_ROUTE,1660
8729,11356,HAS_ROUTE,369
8729,11361,HAS_ROUTE,618
8729,11363,HAS_ROUTE,461
8729,11364,HAS_ROUTE,570
8729,11366,HAS_ROUTE,442
8729,11367,HAS_ROUTE,786
8729,11370,HAS_ROUTE,334
8729,11433,HAS_ROUTE,2315
8729,11900,HAS_ROUTE,1558
8729,11901,HAS_ROUTE,903
8729,12005,HAS_ROUTE,936
8729,12129,HAS_ROUTE,991
8730,8680,HAS_ROUTE,287
8730,8731,HAS_ROUTE,251
8730,8838,HAS_ROUTE,297
8730,8840,HAS_ROUTE,646
8730,9306,HAS_ROUTE,341
8730,9307,HAS_ROUTE,230
8730,9310,HAS_ROUTE,170
8730,9312,HAS_ROUTE,300
8730,9313,HAS_ROUTE,382
8730,9316,HAS_ROUTE,752
8730,9375,HAS_ROUTE,563
8730,9383,HAS_ROUTE,305
8730,9386,HAS_ROUTE,295
8730,9387,HAS_ROUTE,342
8730,9388,HAS_ROUTE,553
8730,9393,HAS_ROUTE,132
8730,9397,HAS_ROUTE,501
8730,9398,HAS_ROUTE,371
8730,9399,HAS_ROUTE,425
8730,9400,HAS_ROUTE,521
8730,11036,HAS_ROUTE,326
8730,11037,HAS_ROUTE,448
8731,8638,HAS_ROUTE,6753
8731,8639,HAS_ROUTE,5472
8731,8643,HAS_ROUTE,5963
8731,8644,HAS_ROUTE,6286
8731,8648,HAS_ROUTE,4788
8731,8649,HAS_ROUTE,5145
8731,8663,HAS_ROUTE,3845
8731,8673,HAS_ROUTE,6424
8731,8674,HAS_ROUTE,4693
8731,8675,HAS_ROUTE,5956
8731,8677,HAS_ROUTE,6027
8731,8678,HAS_ROUTE,5814
8731,8681,HAS_ROUTE,4855
8731,8682,HAS_ROUTE,3291
8731,8684,HAS_ROUTE,4927
8731,8687,HAS_ROUTE,1802
8731,8689,HAS_ROUTE,5490
8731,8690,HAS_ROUTE,1299
8731,8693,HAS_ROUTE,1079
8731,8697,HAS_ROUTE,3322
8731,8701,HAS_ROUTE,5677
8731,8706,HAS_ROUTE,5811
8731,8726,HAS_ROUTE,1860
8731,8727,HAS_ROUTE,2850
8731,8730,HAS_ROUTE,251
8731,8732,HAS_ROUTE,5126
8731,8748,HAS_ROUTE,751
8731,8791,HAS_ROUTE,2685
8731,8803,HAS_ROUTE,5407
8731,8831,HAS_ROUTE,1317
8731,8838,HAS_ROUTE,547
8731,8839,HAS_ROUTE,268
8731,8840,HAS_ROUTE,509
8731,8860,HAS_ROUTE,3453
8731,8861,HAS_ROUTE,3591
8731,9082,HAS_ROUTE,2273
8731,9084,HAS_ROUTE,175
8731,9292,HAS_ROUTE,396
8731,9306,HAS_ROUTE,581
8731,9307,HAS_ROUTE,479
8731,9308,HAS_ROUTE,197
8731,9309,HAS_ROUTE,368
8731,9310,HAS_ROUTE,419
8731,9311,HAS_ROUTE,339
8731,9316,HAS_ROUTE,965
8731,9371,HAS_ROUTE,1302
8731,9372,HAS_ROUTE,283
8731,9373,HAS_ROUTE,265
8731,9374,HAS_ROUTE,529
8731,9375,HAS_ROUTE,433
8731,9376,HAS_ROUTE,568
8731,9377,HAS_ROUTE,620
8731,9378,HAS_ROUTE,619
8731,9379,HAS_ROUTE,688
8731,9380,HAS_ROUTE,495
8731,9381,HAS_ROUTE,634
8731,9382,HAS_ROUTE,578
8731,9383,HAS_ROUTE,541
8731,9384,HAS_ROUTE,510
8731,9385,HAS_ROUTE,565
8731,9386,HAS_ROUTE,543
8731,9387,HAS_ROUTE,592
8731,9388,HAS_ROUTE,767
8731,9389,HAS_ROUTE,163
8731,9390,HAS_ROUTE,197
8731,9391,HAS_ROUTE,339
8731,9392,HAS_ROUTE,387
8731,9393,HAS_ROUTE,374
8731,9394,HAS_ROUTE,315
8731,9395,HAS_ROUTE,309
8731,9396,HAS_ROUTE,455
8731,9397,HAS_ROUTE,361
8731,9398,HAS_ROUTE,200
8731,9399,HAS_ROUTE,282
8731,9400,HAS_ROUTE,366
8731,9401,HAS_ROUTE,322
8731,9402,HAS_ROUTE,225
8731,9403,HAS_ROUTE,168
8731,9404,HAS_ROUTE,58
8731,9405,HAS_ROUTE,733
8731,9406,HAS_ROUTE,1209
8731,9407,HAS_ROUTE,1138
8731,9408,HAS_ROUTE,1103
8731,11651,HAS_ROUTE,438
8732,8627,HAS_ROUTE,7442
8732,8631,HAS_ROUTE,6501
8732,8634,HAS_ROUTE,7914
8732,8636,HAS_ROUTE,6909
8732,8637,HAS_ROUTE,8030
8732,8638,HAS_ROUTE,6687
8732,8639,HAS_ROUTE,8287
8732,8642,HAS_ROUTE,7662
8732,8644,HAS_ROUTE,7115
8732,8671,HAS_ROUTE,6780
8732,8675,HAS_ROUTE,3255
8732,8676,HAS_ROUTE,3238
8732,8677,HAS_ROUTE,3086
8732,8678,HAS_ROUTE,2850
8732,8679,HAS_ROUTE,2730
8732,8680,HAS_ROUTE,5152
8732,8681,HAS_ROUTE,7684
8732,8682,HAS_ROUTE,3854
8732,8683,HAS_ROUTE,7425
8732,8684,HAS_ROUTE,235
8732,8685,HAS_ROUTE,1583
8732,8686,HAS_ROUTE,3521
8732,8687,HAS_ROUTE,3906
8732,8688,HAS_ROUTE,5793
8732,8689,HAS_ROUTE,9025
8732,8690,HAS_ROUTE,3827
8732,8693,HAS_ROUTE,4220
8732,8694,HAS_ROUTE,2507
8732,8695,HAS_ROUTE,1423
8732,8696,HAS_ROUTE,3057
8732,8697,HAS_ROUTE,3669
8732,8698,HAS_ROUTE,2620
8732,8699,HAS_ROUTE,3019
8732,8700,HAS_ROUTE,3310
8732,8701,HAS_ROUTE,2464
8732,8702,HAS_ROUTE,2791
8732,8703,HAS_ROUTE,2879
8732,8705,HAS_ROUTE,3038
8732,8706,HAS_ROUTE,2671
8732,8708,HAS_ROUTE,7604
8732,8710,HAS_ROUTE,3359
8732,8711,HAS_ROUTE,6462
8732,8715,HAS_ROUTE,2948
8732,8716,HAS_ROUTE,2577
8732,8718,HAS_ROUTE,3078
8732,8719,HAS_ROUTE,2868
8732,8722,HAS_ROUTE,3444
8732,8726,HAS_ROUTE,4522
8732,8727,HAS_ROUTE,3279
8732,8728,HAS_ROUTE,2193
8732,8731,HAS_ROUTE,5126
8732,8734,HAS_ROUTE,2785
8732,8735,HAS_ROUTE,2746
8732,8736,HAS_ROUTE,1837
8732,8737,HAS_ROUTE,2416
8732,8738,HAS_ROUTE,2332
8732,8743,HAS_ROUTE,1866
8732,8744,HAS_ROUTE,1809
8732,8745,HAS_ROUTE,2041
8732,8746,HAS_ROUTE,2324
8732,8747,HAS_ROUTE,1889
8732,8748,HAS_ROUTE,4379
8732,8751,HAS_ROUTE,4627
8732,8752,HAS_ROUTE,3876
8732,8754,HAS_ROUTE,2082
8732,8758,HAS_ROUTE,7363
8732,8765,HAS_ROUTE,1259
8732,8766,HAS_ROUTE,2449
8732,8768,HAS_ROUTE,1997
8732,8769,HAS_ROUTE,2202
8732,8770,HAS_ROUTE,1278
8732,8771,HAS_ROUTE,1405
8732,8780,HAS_ROUTE,353
8732,8787,HAS_ROUTE,1711
8732,8788,HAS_ROUTE,92
8732,8790,HAS_ROUTE,199
8732,8791,HAS_ROUTE,3722
8732,8797,HAS_ROUTE,2632
8732,8803,HAS_ROUTE,2862
8732,8827,HAS_ROUTE,2243
8732,8828,HAS_ROUTE,3609
8732,8830,HAS_ROUTE,2552
8732,8833,HAS_ROUTE,2086
8732,8839,HAS_ROUTE,4909
8732,8841,HAS_ROUTE,826
8732,8842,HAS_ROUTE,435
8732,8850,HAS_ROUTE,3432
8732,8857,HAS_ROUTE,7030
8732,8860,HAS_ROUTE,4871
8732,8861,HAS_ROUTE,4280
8732,8873,HAS_ROUTE,1178
8732,8875,HAS_ROUTE,308
8732,8876,HAS_ROUTE,3848
8732,8877,HAS_ROUTE,3365
8732,8881,HAS_ROUTE,1464
8732,8882,HAS_ROUTE,1411
8732,8911,HAS_ROUTE,3288
8732,8912,HAS_ROUTE,1045
8732,8929,HAS_ROUTE,2938
8732,8941,HAS_ROUTE,972
8732,8942,HAS_ROUTE,1447
8732,8947,HAS_ROUTE,1053
8732,8951,HAS_ROUTE,2161
8732,8956,HAS_ROUTE,1949
8732,8958,HAS_ROUTE,3561
8732,8962,HAS_ROUTE,1132
8732,8963,HAS_ROUTE,3186
8732,8966,HAS_ROUTE,1753
8732,8968,HAS_ROUTE,2052
8732,8972,HAS_ROUTE,2594
8732,8975,HAS_ROUTE,2430
8732,8979,HAS_ROUTE,701
8732,8981,HAS_ROUTE,2084
8732,9077,HAS_ROUTE,3323
8732,9114,HAS_ROUTE,3604
8732,9136,HAS_ROUTE,1952
8732,9142,HAS_ROUTE,1685
8732,9144,HAS_ROUTE,1630
8732,9145,HAS_ROUTE,1673
8732,9149,HAS_ROUTE,2057
8732,9160,HAS_ROUTE,3375
8732,9174,HAS_ROUTE,2208
8732,9187,HAS_ROUTE,140
8732,9188,HAS_ROUTE,882
8732,9192,HAS_ROUTE,1194
8732,9194,HAS_ROUTE,4156
8732,9285,HAS_ROUTE,1736
8732,9288,HAS_ROUTE,1332
8732,9296,HAS_ROUTE,3497
8732,9303,HAS_ROUTE,3353
8732,9319,HAS_ROUTE,2913
8732,9321,HAS_ROUTE,3049
8732,9322,HAS_ROUTE,3329
8732,9325,HAS_ROUTE,3686
8732,9332,HAS_ROUTE,4476
8732,9348,HAS_ROUTE,244
8732,9349,HAS_ROUTE,960
8732,9351,HAS_ROUTE,1930
8732,9353,HAS_ROUTE,2028
8732,9366,HAS_ROUTE,828
8732,9428,HAS_ROUTE,4012
8732,9433,HAS_ROUTE,1485
8732,9443,HAS_ROUTE,1097
8732,9444,HAS_ROUTE,1388
8732,9447,HAS_ROUTE,1400
8732,9448,HAS_ROUTE,2371
8732,9450,HAS_ROUTE,2057
8732,9486,HAS_ROUTE,1108
8732,9791,HAS_ROUTE,751
8732,9792,HAS_ROUTE,492
8732,9794,HAS_ROUTE,747
8732,9796,HAS_ROUTE,748
8732,9797,HAS_ROUTE,853
8732,9802,HAS_ROUTE,517
8732,9804,HAS_ROUTE,894
8732,9805,HAS_ROUTE,239
8732,9807,HAS_ROUTE,301
8732,9812,HAS_ROUTE,591
8732,9813,HAS_ROUTE,1256
8732,9814,HAS_ROUTE,1334
8732,9815,HAS_ROUTE,1460
8732,9816,HAS_ROUTE,708
8732,9817,HAS_ROUTE,437
8732,9818,HAS_ROUTE,637
8732,9819,HAS_ROUTE,803
8732,9821,HAS_ROUTE,1782
8732,9827,HAS_ROUTE,1589
8732,9828,HAS_ROUTE,2540
8732,9831,HAS_ROUTE,224
8732,9832,HAS_ROUTE,1472
8732,9850,HAS_ROUTE,2261
8732,9949,HAS_ROUTE,1762
8732,10340,HAS_ROUTE,3756
8732,10352,HAS_ROUTE,2328
8732,10668,HAS_ROUTE,1660
8732,10764,HAS_ROUTE,1256
8732,10790,HAS_ROUTE,1186
8732,10888,HAS_ROUTE,133
8732,10929,HAS_ROUTE,1364
8732,10937,HAS_ROUTE,1074
8732,11419,HAS_ROUTE,3321
8732,11900,HAS_ROUTE,1066
8732,11962,HAS_ROUTE,271
8732,11995,HAS_ROUTE,320
8732,12046,HAS_ROUTE,1813
